Item ARK,Parent ARK,File Name,Object Type,coll id,AltIdentifier.local,Collection,Series,Title,AltTitle.other,Description.note,References,Genre,Language,Type.typeOfResource,Date.created,Date.normalized,Note,Subject.coordinates,Subject topic,Inscription,media.format,media.height,media.width,Thumbnail,IIIF Access URL,External item record,Repository,Rights.servicesContact,Acquisition method,Physical status,Violent Content,Series & Collection,Creation date/time,Last modification date/time,Description (Eng),Description (Ara),Genre (old),Inscription (old),Inscription 2 (old),Alt Title
ark:/21198/z1q5887m,,,Collection,,,,,The Rima Nasir Tarazi Collection,,,,,,,,,,,,,,,,,,,The Palestinian Museum Digital Archive,info@palarchive.org,,,,,,,,,,,,
ark:/13030/m5sn804w,ark:/21198/z1q5887m,,Work,146.0,0146.01.0269|~|166820|~|34813_ca_object_representations_media_120201_original.jpg,The Rima Nasir Tarazi Collection,,سامية ناصر في بيروت، 1951,"Samia Nasir in Beirut, 1951","Taken in 1951, this photograph shows Samia Nasir in Beirut.|~|سامية ناصر في بيروت عام 1951.","Nasir, Rima. ""The Rima Nasir Collection"". Interview with PMDA Researcher Islam Kamal. The Palestinian Museum Digital Archive. March-June 2022.",black-and-white photographs,ara,still image,1951; Date created,1951,امرأة، عائلة ناصر، محفظة يد، خارجي، مبنى، شجرة نخيل، بيروت، لبنان,"[31.975314,35.196042]",Culture and Arts|~|Education and Extracurricular Activities|~|Everyday Life|~|Family Records|~|Other|~|Social and Institutional Activism|~|Social Groups and Population|~|Social History|~|Tangible and Intangible Heritage|~|Women,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/0/2/39163_ca_object_representations_media_120201_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/0/2/34813_ca_object_representations_media_120201_original.jpg,https://palarchive.org/index.php/Detail/objects/166820/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,No,The Rima Nasir Tarazi Collection,11 September 2019 at 14:46:01,24 November 2022 at 9:25:42,"Taken in 1951, this photograph shows Samia Nasir in Beirut.",سامية ناصر في بيروت عام 1951.,black-and-white photographs,,,
ark:/13030/m58q3pqx,ark:/21198/z1q5887m,,Work,146.0,0146.01.0270|~|166821|~|16263_ca_object_representations_media_120203_original.jpg,The Rima Nasir Tarazi Collection,,ريما وحنا ناصر في ساحة كلية بيرزيت،1951,"Rima and Hanna Nasir in the Courtyard of Birzeit College, 1951","Taken in 1951, this photograph shows Rima and Hanna Nasir in the courtyard of Birzeit College.|~|ريما وحنا ناصر في ساحة كلية بيرزيت عام 1951.","Nasir, Rima. ""The Rima Nasir Collection"". Interview with PMDA Researcher Islam Kamal. The Palestinian Museum Digital Archive. March-June 2022.",black-and-white photographs,ara,still image,1951; Date created,1951,اخوين، عائلة ناصر، شاب، فتاة، خارجي، ساحة، مدرسة بيرزيت، اشجار، قواوير ورد، 1951، بيرزيت، رام الله,"[31.975314,35.196042]",Culture and Arts|~|Education and Extracurricular Activities|~|Everyday Life|~|Family Records|~|Other|~|Social and Institutional Activism|~|Social Groups and Population|~|Social History|~|Tangible and Intangible Heritage|~|Women,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/0/2/84954_ca_object_representations_media_120203_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/0/2/16263_ca_object_representations_media_120203_original.jpg,https://palarchive.org/index.php/Detail/objects/166821/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,No,The Rima Nasir Tarazi Collection,11 September 2019 at 14:46:02,24 November 2022 at 9:25:42,"Taken in 1951, this photograph shows Rima and Hanna Nasir in the courtyard of Birzeit College.",ريما وحنا ناصر في ساحة كلية بيرزيت عام 1951.,black-and-white photographs,,,
ark:/13030/m54z2xzr,ark:/21198/z1q5887m,,Work,146.0,0146.01.0271|~|166822|~|21205_ca_object_representations_media_120204_original.jpg,The Rima Nasir Tarazi Collection,,ريما ناصر برفقة  تلميذتها في باحة كلية بيرزيت، 1954,"Rima Nasir with Her Student in the Courtyard of Birzeit College, 1954","Taken in 1954, this photograph shows Rima Nasir with her student, Suad Tawfiq, in the courtyard of Birzeit College.|~|ريما ناصر برفقة تلميذتها سعاد توفيق في ساحة كلية بيرزيت عام 1954.","Nasir, Rima. ""The Rima Nasir Collection"". Interview with PMDA Researcher Islam Kamal. The Palestinian Museum Digital Archive. March-June 2022.",black-and-white photographs,ara,still image,1954; Date created,1954,امرأة، معلمة ، عائلة ناصر، فتاة، تلميذة، زي مدرسي، خارجي، ساحة الملعب، مدرسة بيرزيت، نافذة، 1951، بيرزيت، رام الله,"[31.975314,35.196042]",Culture and Arts|~|Education and Extracurricular Activities|~|Everyday Life|~|Family Records|~|Other|~|Social and Institutional Activism|~|Social Groups and Population|~|Social History|~|Tangible and Intangible Heritage|~|Women,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/0/2/66048_ca_object_representations_media_120204_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/0/2/21205_ca_object_representations_media_120204_original.jpg,https://palarchive.org/index.php/Detail/objects/166822/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,No,The Rima Nasir Tarazi Collection,11 September 2019 at 14:46:02,24 November 2022 at 9:25:42,"Taken in 1954, this photograph shows Rima Nasir with her student, Suad Tawfiq, in the courtyard of Birzeit College.",ريما ناصر برفقة تلميذتها سعاد توفيق في ساحة كلية بيرزيت عام 1954.,black-and-white photographs,,,
ark:/13030/m5m97zxd,ark:/21198/z1q5887m,,Work,146.0,0146.01.0272|~|166823|~|79111_ca_object_representations_media_120205_original.jpg,The Rima Nasir Tarazi Collection,,ريما والين ناصر في ساحة كلية بيرزيت، 1954,"Rima and Ellen Nasir in the Courtyard of Birzeit College, 1954","Taken in 1954, this photograph shows Rima and Ellen Nasir in the courtyard of Birzeit College.|~|ريما والين ناصر في ساحة كلية بيرزيت عام 1954.","Nasir, Rima. ""The Rima Nasir Collection"". Interview with PMDA Researcher Islam Kamal. The Palestinian Museum Digital Archive. March-June 2022.",black-and-white photographs,ara,still image,1954; Date created,1954,امرأتين، اقارب، عائلة ناصر، خارجي، ساحة، شجرة، 1951، بيرزيت، رام الله,"[31.975314,35.196042]",Culture and Arts|~|Education and Extracurricular Activities|~|Everyday Life|~|Family Records|~|Other|~|Social and Institutional Activism|~|Social Groups and Population|~|Social History|~|Tangible and Intangible Heritage|~|Women,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/0/2/70317_ca_object_representations_media_120205_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/0/2/79111_ca_object_representations_media_120205_original.jpg,https://palarchive.org/index.php/Detail/objects/166823/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,No,The Rima Nasir Tarazi Collection,11 September 2019 at 14:46:02,24 November 2022 at 9:25:43,"Taken in 1954, this photograph shows Rima and Ellen Nasir in the courtyard of Birzeit College.",ريما والين ناصر في ساحة كلية بيرزيت عام 1954.,black-and-white photographs,,,
ark:/13030/m51g89f3,ark:/21198/z1q5887m,,Work,146.0,0146.01.0273|~|166824|~|42406_ca_object_representations_media_120207_original.jpg,The Rima Nasir Tarazi Collection,,ريما ناصر في ساحة كلية بيرزيت، 1952,"Rima Nasir in the Courtyard of Birzeit College, 1952","Taken in 1952, this photograph shows Rima Nasir in the courtyard of Birzeit College.|~|ريما ناصر في ساحة كلية بيرزيت عام 1952.","Nasir, Rima. ""The Rima Nasir Collection"". Interview with PMDA Researcher Islam Kamal. The Palestinian Museum Digital Archive. March-June 2022.",black-and-white photographs,ara,still image,1952; Date created,1952,امرأة، معلمة، عائلة ناصر، كتاب، طالبات، زي مدرسي، خارجي، ساحة، شجرة، مدرسة بيرزيت، 1952، بيرزيت، رام الله,"[31.975314,35.196042]",Culture and Arts|~|Education and Extracurricular Activities|~|Everyday Life|~|Family Records|~|Other|~|Social and Institutional Activism|~|Social Groups and Population|~|Social History|~|Tangible and Intangible Heritage|~|Women,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/0/2/58422_ca_object_representations_media_120207_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/0/2/42406_ca_object_representations_media_120207_original.jpg,https://palarchive.org/index.php/Detail/objects/166824/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,No,The Rima Nasir Tarazi Collection,11 September 2019 at 14:46:02,24 November 2022 at 9:25:43,"Taken in 1952, this photograph shows Rima Nasir in the courtyard of Birzeit College.",ريما ناصر في ساحة كلية بيرزيت عام 1952.,black-and-white photographs,,,
ark:/13030/m5wq7szd,ark:/21198/z1q5887m,,Work,146.0,0146.01.0274|~|166825|~|16758_ca_object_representations_media_120209_original.jpg,The Rima Nasir Tarazi Collection,,ريما ناصر في ساحة كلية بيرزيت، 1954,"Rima Nasir in the Courtyard of Birzeit College, 1954","Taken in 1954, this photograph shows Rima Nasir in the courtyard of Birzeit College.|~|ريما ناصر في ساحة كلية بيرزيت عام 1954.","Nasir, Rima. ""The Rima Nasir Collection"". Interview with PMDA Researcher Islam Kamal. The Palestinian Museum Digital Archive. March-June 2022.",black-and-white photographs,ara,still image,1954; Date created,1954,امرأة، معلمة ، عائلة ناصر، تنورة، شعر قصير، خارجي، ساحة، شجرة، مدرسة بيرزيت، 1951، بيرزيت، رام الله,"[31.975314,35.196042]",Culture and Arts|~|Education and Extracurricular Activities|~|Everyday Life|~|Family Records|~|Other|~|Social and Institutional Activism|~|Social Groups and Population|~|Social History|~|Tangible and Intangible Heritage|~|Women,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/0/2/14169_ca_object_representations_media_120209_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/0/2/16758_ca_object_representations_media_120209_original.jpg,https://palarchive.org/index.php/Detail/objects/166825/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,No,The Rima Nasir Tarazi Collection,11 September 2019 at 14:46:02,24 November 2022 at 9:25:43,"Taken in 1954, this photograph shows Rima Nasir in the courtyard of Birzeit College.",ريما ناصر في ساحة كلية بيرزيت عام 1954.,black-and-white photographs,,,
ark:/13030/m5h78510,ark:/21198/z1q5887m,,Work,146.0,0146.01.0275|~|166826|~|37753_ca_object_representations_media_120211_original.jpg,The Rima Nasir Tarazi Collection,,ريما ناصر مع طالباتها في ساحة كلية بيرزيت، 1951,"Rima Nasir with Her Students in the Courtyard of Birzeit College, 1951","Taken in 1951, this photograph shows Rima Nasir with her students in the courtyard of Birzeit College. From the right of the first row, they are Mary Hanna and Rima Nasir, and behind them are Qamar Khamra, Suad Ma'ay'a and Lulu Musa.|~|ريما ناصر مع طالباتها في ساحة كلية بيرزيت عام 1951، وهنَّ من يمين الصف الأول ماري حنا وريما ناصر وتقف خلفهنَّ قمر خمرة وسعاد معايعة ولولو موسى.","Nasir, Rima. ""The Rima Nasir Collection"". Interview with PMDA Researcher Islam Kamal. The Palestinian Museum Digital Archive. March-June 2022.",black-and-white photographs,ara,still image,1951; Date created,1951,معلمة، طالبات، زي مدرسي، خارجي، جدار، شجرة، ساحة، مدرسة بيرزيت، 1951، بيرزيت، رام الله,"[31.975314,35.196042]",Culture and Arts|~|Education and Extracurricular Activities|~|Everyday Life|~|Family Records|~|Other|~|Social and Institutional Activism|~|Social Groups and Population|~|Social History|~|Tangible and Intangible Heritage|~|Women,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/0/2/72210_ca_object_representations_media_120211_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/0/2/37753_ca_object_representations_media_120211_original.jpg,https://palarchive.org/index.php/Detail/objects/166826/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,No,The Rima Nasir Tarazi Collection,11 September 2019 at 14:46:02,24 November 2022 at 9:25:43,"Taken in 1951, this photograph shows Rima Nasir with her students in the courtyard of Birzeit College. From the right of the first row, they are Mary Hanna and Rima Nasir, and behind them are Qamar Khamra, Suad Ma'ay'a and Lulu Musa.",ريما ناصر مع طالباتها في ساحة كلية بيرزيت عام 1951، وهنَّ من يمين الصف الأول ماري حنا وريما ناصر وتقف خلفهنَّ قمر خمرة وسعاد معايعة ولولو موسى.,black-and-white photographs,,,
ark:/13030/m5gj776g,ark:/21198/z1q5887m,,Work,146.0,0146.01.0276|~|166827|~|13137_ca_object_representations_media_120213_original.jpg,The Rima Nasir Tarazi Collection,,سامية وليندا وريما ناصر وميري سليمان في كلية بيرزيت، 1954,"Samia, Linda and Rima Nasir and Mary Suleiman at Birzeit College, 1954","Taken at Birzeit College in 1954, this photograph shows Mary Suleiman at the forefront and behind her are Samia, Linda and Rima Nasir.|~|صورة تظهر ميري سليمان في مقدمتها، ومن خلفها تقف كل من سامية وليندا وريما ناصر، وقد التُقطت في كلية بيرزيت عام 1954.","Nasir, Rima. ""The Rima Nasir Collection"". Interview with PMDA Researcher Islam Kamal. The Palestinian Museum Digital Archive. March-June 2022.",black-and-white photographs,ara,still image,1954; Date created,1954,معلمة ، عائلة ناصر، اربعة نساء، فساتين، خارجي، ساحة، مدرسة بيرزيت، جدار، شجرة، 1951، بيرزيت، رام الله,"[31.975314,35.196042]",Culture and Arts|~|Education and Extracurricular Activities|~|Everyday Life|~|Family Records|~|Other|~|Social and Institutional Activism|~|Social Groups and Population|~|Social History|~|Tangible and Intangible Heritage|~|Women,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/0/2/4485_ca_object_representations_media_120213_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/0/2/13137_ca_object_representations_media_120213_original.jpg,https://palarchive.org/index.php/Detail/objects/166827/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,No,The Rima Nasir Tarazi Collection,11 September 2019 at 14:46:02,24 November 2022 at 9:25:43,"Taken at Birzeit College in 1954, this photograph shows Mary Suleiman at the forefront and behind her are Samia, Linda and Rima Nasir.",صورة تظهر ميري سليمان في مقدمتها، ومن خلفها تقف كل من سامية وليندا وريما ناصر، وقد التُقطت في كلية بيرزيت عام 1954.,black-and-white photographs,,,
ark:/13030/m5715qmj,ark:/21198/z1q5887m,,Work,146.0,0146.01.0277|~|166828|~|65650_ca_object_representations_media_120215_original.jpg,The Rima Nasir Tarazi Collection,,ريما وسامية ناصر مع طالبات كلية بيرزيت، 1954,"Rima and Samia Nasir with Birzeit College Students, 1954","Taken in 1954, this photograph shows Rima and Samia Nasir with Birzeit College students.|~|ريما ناصر وسامية ناصر مع طالبات كلية بيرزيت عام 1954.","Nasir, Rima. ""The Rima Nasir Collection"". Interview with PMDA Researcher Islam Kamal. The Palestinian Museum Digital Archive. March-June 2022.",black-and-white photographs,ara,still image,1954; Date created,1954,مجموعة، فتيات، معلمة، ساحة، جدار، شجرة، طلاب، زي مدرسي، مدرسة بيرزيت، 1951، بيرزيت، رام الله,"[31.975314,35.196042]",Culture and Arts|~|Education and Extracurricular Activities|~|Everyday Life|~|Family Records|~|Other|~|Social and Institutional Activism|~|Social Groups and Population|~|Social History|~|Tangible and Intangible Heritage|~|Women,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/0/2/65406_ca_object_representations_media_120215_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/0/2/65650_ca_object_representations_media_120215_original.jpg,https://palarchive.org/index.php/Detail/objects/166828/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,No,The Rima Nasir Tarazi Collection,11 September 2019 at 14:46:02,24 November 2022 at 9:25:43,"Taken in 1954, this photograph shows Rima and Samia Nasir with Birzeit College students.",ريما ناصر وسامية ناصر مع طالبات كلية بيرزيت عام 1954.,black-and-white photographs,,,
ark:/13030/m59s9f6k,ark:/21198/z1q5887m,,Work,146.0,0146.01.0278|~|166829|~|76360_ca_object_representations_media_120217_original.jpg,The Rima Nasir Tarazi Collection,,ريما ناصر برفقة والدها وصديقتيها من الجامعة الأمريكية، 1955,"Rima Nasir with Her Father and Two Friends from the American University, 1955","Taken in 1955, this photograph shows Rima Nasir with her father and two friends from the American University. From the right, they are Rima Nasir, her father Musa Nasir and her friends, Amal abu Ghazaleh and Nuha Baddoura.|~|ريما ناصر برفقة والدها وصديقتيها من الجامعة الأمريكية عام 1955، وهم من اليمين ريما ناصر ووالدها موسى ناصر وصديقتيها أمل أبو غزالة ونهى بدورة.","Nasir, Rima. ""The Rima Nasir Collection"". Interview with PMDA Researcher Islam Kamal. The Palestinian Museum Digital Archive. March-June 2022.",black-and-white photographs,ara,still image,1955; Date created,1955,ثلاث شابات، صديقات، زيارة، رجل، خارجي، ساحة منزل، عائلة ناصر، 1951، بيرزيت، رام الله,"[31.975314,35.196042]",Culture and Arts|~|Education and Extracurricular Activities|~|Everyday Life|~|Family Records|~|Other|~|Social and Institutional Activism|~|Social Groups and Population|~|Social History|~|Tangible and Intangible Heritage|~|Women,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/0/2/11832_ca_object_representations_media_120217_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/0/2/76360_ca_object_representations_media_120217_original.jpg,https://palarchive.org/index.php/Detail/objects/166829/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,No,The Rima Nasir Tarazi Collection,11 September 2019 at 14:46:02,24 November 2022 at 9:25:43,"Taken in 1955, this photograph shows Rima Nasir with her father and two friends from the American University. From the right, they are Rima Nasir, her father Musa Nasir and her friends, Amal abu Ghazaleh and Nuha Baddoura.",ريما ناصر برفقة والدها وصديقتيها من الجامعة الأمريكية عام 1955، وهم من اليمين ريما ناصر ووالدها موسى ناصر وصديقتيها أمل أبو غزالة ونهى بدورة.,black-and-white photographs,,,
ark:/13030/m5hj488z,ark:/21198/z1q5887m,,Work,146.0,0146.01.0279|~|166830|~|29969_ca_object_representations_media_120219_original.jpg,The Rima Nasir Tarazi Collection,,ريما وسامية ناصر مع تلميذتهم في بيرزيت، 1954,"Rima and Samia Nasir with their Student in Birzeit, 1954","Taken in Birzeit in 1954, this photograph shows Rima and Samia Nasir with their student, Suhaila al-Hajj Ibrahim, standing in the middle.|~|صورة لريما وسامية ناصر مع تلميذتهم الواقفة في الوسط سهيلة الحاج إبراهيم، التُقطت في بيرزيت عام 1954.","Nasir, Rima. ""The Rima Nasir Collection"". Interview with PMDA Researcher Islam Kamal. The Palestinian Museum Digital Archive. March-June 2022.",black-and-white photographs,ara,still image,1954; Date created,1954,اختان، عائلة ناصر، شابة، صديقة، معطف، خارجي، ساحة منزل، باب، نافذة، 1951، بيرزيت، رام الله,"[31.975314,35.196042]",Culture and Arts|~|Education and Extracurricular Activities|~|Everyday Life|~|Family Records|~|Other|~|Social and Institutional Activism|~|Social Groups and Population|~|Social History|~|Tangible and Intangible Heritage|~|Women,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/0/2/44975_ca_object_representations_media_120219_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/0/2/29969_ca_object_representations_media_120219_original.jpg,https://palarchive.org/index.php/Detail/objects/166830/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,No,The Rima Nasir Tarazi Collection,11 September 2019 at 14:46:02,24 November 2022 at 9:25:43,"Taken in Birzeit in 1954, this photograph shows Rima and Samia Nasir with their student, Suhaila al-Hajj Ibrahim, standing in the middle.",صورة لريما وسامية ناصر مع تلميذتهم الواقفة في الوسط سهيلة الحاج إبراهيم، التُقطت في بيرزيت عام 1954.,black-and-white photographs,,,
ark:/13030/m50h18dm,ark:/21198/z1q5887m,,Work,146.0,0146.01.0280|~|166831|~|61691_ca_object_representations_media_120221_original.jpg,The Rima Nasir Tarazi Collection,,ريما ناصر برفقة صديقتيها، 1955,"Rima Nasir with their Friends, 1955","Taken in 1955, this photograph shows Rima Nasir between her friends, Nuha Baddoura and Amal abu Ghazaleh.|~|صورة لريما ناصر تتوسط صديقتيها نهى بدورة وأمل أبو غزالة، التُقطت عام 1955.","Nasir, Rima. ""The Rima Nasir Collection"". Interview with PMDA Researcher Islam Kamal. The Palestinian Museum Digital Archive. March-June 2022.",black-and-white photographs,ara,still image,1955; Date created,1955,ثلاث فتيات، صديقات، زيارة، فساتين، تنورة، شعر قصير، خارجي، جدار، ساحة منزل، عائلة ناصر، 1951، بيرزيت، رام الله,"[31.975314,35.196042]",Culture and Arts|~|Education and Extracurricular Activities|~|Everyday Life|~|Family Records|~|Other|~|Social and Institutional Activism|~|Social Groups and Population|~|Social History|~|Tangible and Intangible Heritage|~|Women,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/0/2/65042_ca_object_representations_media_120221_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/0/2/61691_ca_object_representations_media_120221_original.jpg,https://palarchive.org/index.php/Detail/objects/166831/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,No,The Rima Nasir Tarazi Collection,11 September 2019 at 14:46:02,24 November 2022 at 9:25:43,"Taken in 1955, this photograph shows Rima Nasir between her friends, Nuha Baddoura and Amal abu Ghazaleh.",صورة لريما ناصر تتوسط صديقتيها نهى بدورة وأمل أبو غزالة، التُقطت عام 1955.,black-and-white photographs,,,
ark:/13030/m5cg7dbq,ark:/21198/z1q5887m,,Work,146.0,0146.01.0281|~|166832|~|42290_ca_object_representations_media_120222_original.jpg,The Rima Nasir Tarazi Collection,,ريما ناصر في حلقة نقاش مع طلابها، 1955,"Rima Nasir in a Panel Discussion with Her Students, 1955","Taken in 1955, this photograph shows Rima Nasir in a panel discussion with her students.|~|ريما ناصر في حلقة نقاش مع طلابها عام 1955.","Nasir, Rima. ""The Rima Nasir Collection"". Interview with PMDA Researcher Islam Kamal. The Palestinian Museum Digital Archive. March-June 2022.",black-and-white photographs,ara,still image,1955; Date created,1955,مجموعة، اشخاص، رجال، بدلات رسمية، نساء، كتب، اوراق، نقاش، خارجي، كراسي، ساحة، مدرسة بيرزيت، شجرة، جدار، 1951، بيرزيت، رام الله,"[31.975314,35.196042]",Culture and Arts|~|Education and Extracurricular Activities|~|Everyday Life|~|Family Records|~|Other|~|Social and Institutional Activism|~|Social Groups and Population|~|Social History|~|Tangible and Intangible Heritage|~|Women,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/0/2/55569_ca_object_representations_media_120222_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/0/2/42290_ca_object_representations_media_120222_original.jpg,https://palarchive.org/index.php/Detail/objects/166832/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,No,The Rima Nasir Tarazi Collection,11 September 2019 at 14:46:03,24 November 2022 at 9:25:43,"Taken in 1955, this photograph shows Rima Nasir in a panel discussion with her students.",ريما ناصر في حلقة نقاش مع طلابها عام 1955.,black-and-white photographs,,,
ark:/13030/m5vt9g9n,ark:/21198/z1q5887m,,Work,146.0,0146.01.0282|~|166833|~|31617_ca_object_representations_media_120224_original.jpg,The Rima Nasir Tarazi Collection,,مجموعة أساتذة وطلاب من كلية بيرزيت، 1954,"A Group of Teachers and Students from Birzeit College, 1954","Taken in 1954, this photograph shows a group of teachers and students from Birzeit College.|~|مجموعة أساتذة وطلاب من كلية بيرزيت عام 1954.","Nasir, Rima. ""The Rima Nasir Collection"". Interview with PMDA Researcher Islam Kamal. The Palestinian Museum Digital Archive. March-June 2022.",black-and-white photographs,ara,still image,1954; Date created,1954,مجموعة، اشخاص، رجال، بدلات رسمية، ربطات عنق، نساء، خارجي، ساحة، جامعة بيرزيت، كراسي، نافذة، باب، بيرزيت، رام الله,"[31.975314,35.196042]",Culture and Arts|~|Education and Extracurricular Activities|~|Everyday Life|~|Family Records|~|Other|~|Social and Institutional Activism|~|Social Groups and Population|~|Social History|~|Tangible and Intangible Heritage|~|Women,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/0/2/30051_ca_object_representations_media_120224_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/0/2/31617_ca_object_representations_media_120224_original.jpg,https://palarchive.org/index.php/Detail/objects/166833/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,No,The Rima Nasir Tarazi Collection,11 September 2019 at 14:46:03,24 November 2022 at 9:25:43,"Taken in 1954, this photograph shows a group of teachers and students from Birzeit College.",مجموعة أساتذة وطلاب من كلية بيرزيت عام 1954.,black-and-white photographs,,,
ark:/13030/m5618pj2,ark:/21198/z1q5887m,,Work,146.0,0146.01.0283|~|166834|~|83848_ca_object_representations_media_120225_original.jpg,The Rima Nasir Tarazi Collection,,ريما ناصر أثناء وداع أختها سامية في مطار قلنديا، 1952,"Rima Nasir Bidding Farewell to Her Sister Samia at Qalandiya Airport, 1952","Taken in 1952, this photograph shows Rima Nasir bidding farewell to her sister Samia at Qalandiya Airport.|~|ريما ناصر أثناء وداع أختها سامية في مطار قلنديا عام 1952.","Nasir, Rima. ""The Rima Nasir Collection"". Interview with PMDA Researcher Islam Kamal. The Palestinian Museum Digital Archive. March-June 2022.",black-and-white photographs,ara,still image,1952; Date created,1952,شابة، عائلة ناصر، نظارة، شعر قصير، لحظة وداع، سفر، مطار قلنديا، القدس، 1952,"[31.975314,35.196042]",Culture and Arts|~|Education and Extracurricular Activities|~|Everyday Life|~|Family Records|~|Other|~|Social and Institutional Activism|~|Social Groups and Population|~|Social History|~|Tangible and Intangible Heritage|~|Women,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/0/2/75490_ca_object_representations_media_120225_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/0/2/83848_ca_object_representations_media_120225_original.jpg,https://palarchive.org/index.php/Detail/objects/166834/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,No,The Rima Nasir Tarazi Collection,11 September 2019 at 14:46:03,24 November 2022 at 9:25:44,"Taken in 1952, this photograph shows Rima Nasir bidding farewell to her sister Samia at Qalandiya Airport.",ريما ناصر أثناء وداع أختها سامية في مطار قلنديا عام 1952.,black-and-white photographs,,,
