"Unnamed: 0","Item ARK","Parent ARK","File Name","Object Type","coll id","AltIdentifier.local","Collection","Series","Title","AltTitle.other","Description.note","References","Genre","Language","Type.typeOfResource","Date.created","Date.normalized","Note","Subject.coordinates","Subject topic","Inscription","media.format","media.height","media.width","Thumbnail","IIIF Access URL","External item record","Repository","Rights.servicesContact","Acquisition method","Physical status","Violent Content","Series & Collection","Creation date/time","Last modification date/time","Description (Eng)","Description (Ara)","Genre (old)","Inscription (old)","Inscription 2 (old)","Alt Title","IIIF Manifest URL"
"148","ark:/13030/m5812dnf","ark:/21198/z1325fjz","","Work","20.0","0020.02.0040|~|24266|~|36565_ca_object_representations_media_14096_original.jpg","The Young Muslim Women Association Collection - Jerusalem","Jerusalem Young Women Muslim Association Sub-collection 2: Documents","قصاصة من جريدة تحوي خبراً حول تخريج ثلاثة أفواج من دورات أعدتها جمعية الشابات المسلمات في القدس","A Newspaper Clip Involves News about the Graduation of Three Cohorts of the Young Muslim Women Association's Courses, in Jerusalem","A newspaper clip involves news about the graduation of three cohorts of the Young Muslim Women Association's courses, in Jerusalem, including printing, knitting, and libraries' science courses.|~|قصاصة من جريدة القدس تحوي خبراً حول تخريج ثلاثة أفواج من دورات أعدتها جمعية الشابات المسلمات في القدس تشمل الدورات طباعة وصوف وعلم المكتبات.","Nabila en-Natsheh (Senior secretary at the Jerusalem Young Muslim Women Association), interview with PMDA researcher Lama Ghosheh, December 2018, non-transcript, the Palestinian Museum Digital Archive.","","ara","text","8 July 1986; Date created","1986-07-08","جمعية الشابات المسلمات","[31.768319,35.21371]","","","image/jpeg","4494","2790","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/0/81511_ca_object_representations_media_14096_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/0/36565_ca_object_representations_media_14096_original.jpg","https://palarchive.org/index.php/Detail/objects/24266/lang/en_US","The Palestinian Museum ","info@palarchive.org","loan","medium; 225","","Jerusalem Young Women Muslim Association Sub-collection 2: Documents  | The Young Muslim Women Association Collection - Jerusalem","14 August 2018 at 11:28:35","9 March 2021 at 19:26","A newspaper clip involves news about the graduation of three cohorts of the Young Muslim Women Association's courses, in Jerusalem, including printing, knitting, and libraries' science courses.","قصاصة من جريدة القدس تحوي خبراً حول تخريج ثلاثة أفواج من دورات أعدتها جمعية الشابات المسلمات في القدس تشمل الدورات طباعة وصوف وعلم المكتبات.","","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5812dnf/manifest"
"149","ark:/13030/m5gf85jg","ark:/21198/z1325fjz","","Work","20.0","0020.02.0041|~|24267|~|79439_ca_object_representations_media_14097_original.jpg","The Young Muslim Women Association Collection - Jerusalem","Jerusalem Young Women Muslim Association Sub-collection 2: Documents","قصاصة من جريدة تحوي خبراً حول تخريج ثلاثة أفواج من دورات أعدتها جمعية الشابات المسلمات في القدس","A Newspaper Clip Involves News about the Graduation of Three Cohorts of the Young Muslim Women Association's Courses, in Jerusalem","A newspaper clip involves news about the graduation of three cohorts of the Young Muslim Women Association's courses, in Jerusalem, including printing, knitting, and libraries' science courses.|~|قصاصة من جريدة الشعب تحوي خبراً حول تخريج ثلاثة أفواج من دورات أعدتها جمعية الشابات المسلمات في القدس تشمل الدورات طباعة وصوف وعلم المكتبات.","Nabila en-Natsheh (Senior secretary at the Jerusalem Young Muslim Women Association), interview with PMDA researcher Lama Ghosheh, December 2018, non-transcript, the Palestinian Museum Digital Archive.","","ara","text","9 July 1986; Date created","1986-07-09","جمعية الشابات المسلمات","[31.768319,35.21371]","","","image/jpeg","7129","2955","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/0/40918_ca_object_representations_media_14097_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/0/79439_ca_object_representations_media_14097_original.jpg","https://palarchive.org/index.php/Detail/objects/24267/lang/en_US","The Palestinian Museum ","info@palarchive.org","loan","medium; 225","","Jerusalem Young Women Muslim Association Sub-collection 2: Documents  | The Young Muslim Women Association Collection - Jerusalem","14 August 2018 at 11:28:35","29 December 2020 at 13:02:25","A newspaper clip involves news about the graduation of three cohorts of the Young Muslim Women Association's courses, in Jerusalem, including printing, knitting, and libraries' science courses.","قصاصة من جريدة الشعب تحوي خبراً حول تخريج ثلاثة أفواج من دورات أعدتها جمعية الشابات المسلمات في القدس تشمل الدورات طباعة وصوف وعلم المكتبات.","","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5gf85jg/manifest"
"150","ark:/13030/m5v19gs0","ark:/21198/z1325fjz","","Work","20.0","0020.02.0042|~|24268|~|70299_ca_object_representations_media_14098_original.jpg","The Young Muslim Women Association Collection - Jerusalem","Jerusalem Young Women Muslim Association Sub-collection 2: Documents","قصاصة من جريدة تحوي خبراً حول تخريج فوجين جديدين من طالبات دورات جمعية الشابات المسلمات في القدس","A Newspaper Clip Involves News about the Graduation of Two New Cohorts of the Young Muslim Women Association's Courses, in Jerusalem","A newspaper clip involves news about the graduation of two new cohorts of the Young Muslim Women Association's courses, in Jerusalem, including sewing and makeup courses.|~|قصاصة من جريدة تحوي خبراً حول تخريج فوجين جديدين من طالبات دورات جمعية الشابات المسلمات في القدس والدورات تشمل الخياطة والتجميل.","Nabila en-Natsheh (Senior secretary at the Jerusalem Young Muslim Women Association), interview with PMDA researcher Lama Ghosheh, December 2018, non-transcript, the Palestinian Museum Digital Archive.","","ara","text","6 October 1986; Date created","1986-10-06","جمعية الشابات المسلمات","[31.768319,35.21371]","","","image/jpeg","6701","2780","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/0/33293_ca_object_representations_media_14098_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/0/70299_ca_object_representations_media_14098_original.jpg","https://palarchive.org/index.php/Detail/objects/24268/lang/en_US","The Palestinian Museum ","info@palarchive.org","loan","medium; 225","","Jerusalem Young Women Muslim Association Sub-collection 2: Documents  | The Young Muslim Women Association Collection - Jerusalem","14 August 2018 at 11:28:35","9 March 2021 at 19:26","A newspaper clip involves news about the graduation of two new cohorts of the Young Muslim Women Association's courses, in Jerusalem, including sewing and makeup courses.","قصاصة من جريدة تحوي خبراً حول تخريج فوجين جديدين من طالبات دورات جمعية الشابات المسلمات في القدس والدورات تشمل الخياطة والتجميل.","","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5v19gs0/manifest"
"151","ark:/13030/m5q88r17","ark:/21198/z1325fjz","","Work","20.0","0020.02.0043|~|24269|~|13130_ca_object_representations_media_14099_original.jpg","The Young Muslim Women Association Collection - Jerusalem","Jerusalem Young Women Muslim Association Sub-collection 2: Documents","قصاصة من جريدة تحوي خبراً حول جمعية الشابات المسلمات في القدس بخصوص تخريج الفوج التاسع من طالباتها","A Newspaper Clip Involves News about the Young Muslim Women Association in Jerusalem, Regarding the Graduation of the Ninth Cohort of its Students","A newspaper clip involves news about the Young Muslim Women Association in Jerusalem, regarding the graduation of the ninth cohorts of its students. The cohort includes students of the libraries science, printing, sewing, and knitting courses.|~|قصاصة من جريدة تحوي خبراً حول جمعية الشابات المسلمات في القدس بخصوص تخريج الفوج التاسع من طالباتها وهن 52 طالبة من دورات علم المكتبات والطباعة والخياطة والصوف.","Nabila en-Natsheh (Senior secretary at the Jerusalem Young Muslim Women Association), interview with PMDA researcher Lama Ghosheh, December 2018, non-transcript, the Palestinian Museum Digital Archive.","","ara","text","1985; Date created","1985","جمعية الشابات المسلمات","[31.768319,35.21371]","","","image/jpeg","5490","4642","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/0/98160_ca_object_representations_media_14099_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/0/13130_ca_object_representations_media_14099_original.jpg","https://palarchive.org/index.php/Detail/objects/24269/lang/en_US","The Palestinian Museum ","info@palarchive.org","loan","medium; 225","","Jerusalem Young Women Muslim Association Sub-collection 2: Documents  | The Young Muslim Women Association Collection - Jerusalem","14 August 2018 at 11:28:35","9 March 2021 at 19:26","A newspaper clip involves news about the Young Muslim Women Association in Jerusalem, regarding the graduation of the ninth cohorts of its students. The cohort includes students of the libraries science, printing, sewing, and knitting courses.","قصاصة من جريدة تحوي خبراً حول جمعية الشابات المسلمات في القدس بخصوص تخريج الفوج التاسع من طالباتها وهن 52 طالبة من دورات علم المكتبات والطباعة والخياطة والصوف.","","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5q88r17/manifest"
"152","ark:/13030/m57b1gqk","ark:/21198/z1325fjz","","Work","20.0","0020.02.0044|~|24270|~|97424_ca_object_representations_media_14100_original.jpg","The Young Muslim Women Association Collection - Jerusalem","Jerusalem Young Women Muslim Association Sub-collection 2: Documents","خبر حول اختتام بازار جمعية الشابات المسلمات في القدس","News about the Closing of the Young Muslim Women Association Bazaar in Jerusalem","A document involves news about the closing of the Young Muslim Women Association Bazaar in Jerusalem. The news was sent to al-Quds, al-Shaab, and al-Fajr Newspapers.|~|وثيقة تحوي خبر حول اختتام بازار جمعية الشابات المسلمات في القدس أرسل إلى جريدة القدس والشعب والفجر.","Nabila en-Natsheh (Senior secretary at the Jerusalem Young Muslim Women Association), interview with PMDA researcher Lama Ghosheh, December 2018, non-transcript, the Palestinian Museum Digital Archive.","","ara","text","16 May 1985; Date created","1985-05-16","جمعية الشابات المسلمات","[31.768319,35.21371]","","","image/jpeg","6465","4176","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/1/94888_ca_object_representations_media_14100_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/1/97424_ca_object_representations_media_14100_original.jpg","https://palarchive.org/index.php/Detail/objects/24270/lang/en_US","The Palestinian Museum ","info@palarchive.org","loan","medium; 225","","Jerusalem Young Women Muslim Association Sub-collection 2: Documents  | The Young Muslim Women Association Collection - Jerusalem","14 August 2018 at 11:28:36","9 March 2021 at 19:26","A document involves news about the closing of the Young Muslim Women Association Bazaar in Jerusalem. The news was sent to al-Quds, al-Shaab, and al-Fajr Newspapers.","وثيقة تحوي خبر حول اختتام بازار جمعية الشابات المسلمات في القدس أرسل إلى جريدة القدس والشعب والفجر.","","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm57b1gqk/manifest"
"153","ark:/13030/m5715cgm","ark:/21198/z1325fjz","","Work","20.0","0020.02.0045|~|24271|~|83348_ca_object_representations_media_14101_original.jpg","The Young Muslim Women Association Collection - Jerusalem","Jerusalem Young Women Muslim Association Sub-collection 2: Documents","قصاصة من جريدة تحوي خبراً حول جمعية الشابات المسلمات في القدس","A Newspaper Clip Involves News about the Young Muslim Women Association in Jerusalem","A newspaper clip involves news about the Young Muslim Women Association in Jerusalem, regarding its achievements, goals, and the faced obstacles.|~|قصاصة من جريدة تحوي خبراً حول جمعية الشابات المسلمات في القدس بخصوص انجازات الجمعية، طموحاتها والعوائق التي تواجهها.","Nabila en-Natsheh (Senior secretary at the Jerusalem Young Muslim Women Association), interview with PMDA researcher Lama Ghosheh, December 2018, non-transcript, the Palestinian Museum Digital Archive.","","ara","text","","","جمعية الشابات المسلمات","[31.768319,35.21371]","","","image/jpeg","5482","4159","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/1/16226_ca_object_representations_media_14101_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/1/83348_ca_object_representations_media_14101_original.jpg","https://palarchive.org/index.php/Detail/objects/24271/lang/en_US","The Palestinian Museum ","info@palarchive.org","loan","medium; 225","","Jerusalem Young Women Muslim Association Sub-collection 2: Documents  | The Young Muslim Women Association Collection - Jerusalem","14 August 2018 at 11:28:36","9 March 2021 at 19:26","A newspaper clip involves news about the Young Muslim Women Association in Jerusalem, regarding its achievements, goals, and the faced obstacles.","قصاصة من جريدة تحوي خبراً حول جمعية الشابات المسلمات في القدس بخصوص انجازات الجمعية، طموحاتها والعوائق التي تواجهها.","","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5715cgm/manifest"
"154","ark:/13030/m5fv5z0h","ark:/21198/z1325fjz","","Work","20.0","0020.02.0046|~|24272|~|52312_ca_object_representations_media_14102_original.jpg","The Young Muslim Women Association Collection - Jerusalem","Jerusalem Young Women Muslim Association Sub-collection 2: Documents","خبر حول جمعية الشابات المسلمات في القدس بخصوص تخريج فوج جديد من طالباتها","News about the Young Muslim Women Association in Jerusalem, Regarding Graduating a New Cohort of its Students","A newspaper clip involves news about the Young Muslim Women Association in Jerusalem, regarding graduating the ninth cohort of 25 students of its courses.|~|قصاصة من جريدة تحوي خبراً حول جمعية الشابات المسلمات في القدس بخصوص تخريج الفوج التاسع من طالباتها في الدورات وعددهن 52 طالبة.","Nabila en-Natsheh (Senior secretary at the Jerusalem Young Muslim Women Association), interview with PMDA researcher Lama Ghosheh, December 2018, non-transcript, the Palestinian Museum Digital Archive.","","ara","text","","","جمعية الشابات المسلمات","[31.768319,35.21371]","","","image/jpeg","4049","2171","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/1/99800_ca_object_representations_media_14102_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/1/52312_ca_object_representations_media_14102_original.jpg","https://palarchive.org/index.php/Detail/objects/24272/lang/en_US","The Palestinian Museum ","info@palarchive.org","loan","medium; 225","","Jerusalem Young Women Muslim Association Sub-collection 2: Documents  | The Young Muslim Women Association Collection - Jerusalem","14 August 2018 at 11:28:36","9 March 2021 at 19:26","A newspaper clip involves news about the Young Muslim Women Association in Jerusalem, regarding graduating the ninth cohort of 25 students of its courses.","قصاصة من جريدة تحوي خبراً حول جمعية الشابات المسلمات في القدس بخصوص تخريج الفوج التاسع من طالباتها في الدورات وعددهن 52 طالبة.","","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5fv5z0h/manifest"
"155","ark:/13030/m5fj9tr4","ark:/21198/z1325fjz","","Work","20.0","0020.02.0047|~|24273|~|18859_ca_object_representations_media_14103_original.jpg","The Young Muslim Women Association Collection - Jerusalem","Jerusalem Young Women Muslim Association Sub-collection 2: Documents","خبر حول تخريج فوج جديد من طالبات الدورات في جمعية الشابات المسلمات في القدس","News about the Graduation of a New Cohort of the Young Muslim Women Association Students in Jerusalem","A newspaper clip involves news about the graduation of a new cohort of the Young Muslim Women Association students in Jerusalem. The cohort consists of 25 students of makeup and hairdressing courses.|~|قصاصة من جريدة تحوي خبراً حول تخريج فوج جديد من طالبات الدورات في جمعية الشابات المسلمات في القدس وعددهن 25 طالبة من طالبات التجميل وتصفيف الشعر.","Nabila en-Natsheh (Senior secretary at the Jerusalem Young Muslim Women Association), interview with PMDA researcher Lama Ghosheh, December 2018, non-transcript, the Palestinian Museum Digital Archive.","","ara","text","20 October 1985; Date created","1985-10-20","جمعية الشابات المسلمات","[31.768319,35.21371]","","","image/jpeg","6884","3395","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/1/64005_ca_object_representations_media_14103_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/1/18859_ca_object_representations_media_14103_original.jpg","https://palarchive.org/index.php/Detail/objects/24273/lang/en_US","The Palestinian Museum ","info@palarchive.org","loan","medium; 225","","Jerusalem Young Women Muslim Association Sub-collection 2: Documents  | The Young Muslim Women Association Collection - Jerusalem","14 August 2018 at 11:28:36","9 March 2021 at 19:25:59","A newspaper clip involves news about the graduation of a new cohort of the Young Muslim Women Association students in Jerusalem. The cohort consists of 25 students of makeup and hairdressing courses.","قصاصة من جريدة تحوي خبراً حول تخريج فوج جديد من طالبات الدورات في جمعية الشابات المسلمات في القدس وعددهن 25 طالبة من طالبات التجميل وتصفيف الشعر.","","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5fj9tr4/manifest"
"156","ark:/13030/m5618bcp","ark:/21198/z1325fjz","","Work","20.0","0020.02.0048|~|24274|~|86472_ca_object_representations_media_14104_original.jpg","The Young Muslim Women Association Collection - Jerusalem","Jerusalem Young Women Muslim Association Sub-collection 2: Documents","خبر حول جمعية الشابات المسلمات في القدس بخصوص معرض فلسطيني للمنتوجات","News about the Young Muslim Women Association in Jerusalem Regarding a Palestinian Exhibition of Products","News about the Young Muslim Women Association in Jerusalem, regarding a Palestinian exhibition of products, opened in the National Hotel in Jerusalem, with participation of Palestinian artists group.|~|قصاصة من جريدة تحوي خبراً حول جمعية الشابات المسلمات في القدس بخصوص معرض فلسطيني للمنتوجات أفتتح في الفندق الوطني في القدس، بمشاركة مجموعة من الفنانين الفلسطينيين.","Nabila en-Natsheh (Senior secretary at the Jerusalem Young Muslim Women Association), interview with PMDA researcher Lama Ghosheh, December 2018, non-transcript, the Palestinian Museum Digital Archive.","","ara","text","","","جمعية الشابات المسلمات","[31.768319,35.21371]","","","image/jpeg","4198","4562","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/1/65609_ca_object_representations_media_14104_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/1/86472_ca_object_representations_media_14104_original.jpg","https://palarchive.org/index.php/Detail/objects/24274/lang/en_US","The Palestinian Museum ","info@palarchive.org","loan","medium; 225","","Jerusalem Young Women Muslim Association Sub-collection 2: Documents  | The Young Muslim Women Association Collection - Jerusalem","14 August 2018 at 11:28:36","9 March 2021 at 19:25:59","News about the Young Muslim Women Association in Jerusalem, regarding a Palestinian exhibition of products, opened in the National Hotel in Jerusalem, with participation of Palestinian artists group.","قصاصة من جريدة تحوي خبراً حول جمعية الشابات المسلمات في القدس بخصوص معرض فلسطيني للمنتوجات أفتتح في الفندق الوطني في القدس، بمشاركة مجموعة من الفنانين الفلسطينيين.","","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5618bcp/manifest"
"157","ark:/13030/m5xt36d1","ark:/21198/z1325fjz","","Work","20.0","0020.02.0049|~|24275|~|56880_ca_object_representations_media_14105_original.jpg","The Young Muslim Women Association Collection - Jerusalem","Jerusalem Young Women Muslim Association Sub-collection 2: Documents","قصاصة من جريدة تحوي خبراً حول جمعية الشابات المسلمات في القدس بخصوص تخريج الفوج التاسع من طالباتها","A Newspaper Clip Involves News about the Young Muslim Women Association in Jerusalem, Regarding the Graduation of the Ninth Cohort of its Students","A newspaper clip involves news about the Young Muslim Women Association in Jerusalem, regarding the graduation of the ninth cohorts of its students. The cohort includes students of the libraries science, printing, sewing, and knitting courses.|~|قصاصة من جريدة تحوي خبراً حول جمعية الشابات المسلمات في القدس بخصوص تخريج الفوج التاسع من طالباتها في دورات الخياطو والصوف وعلم المكتبات والطباعة.","Nabila en-Natsheh (Senior secretary at the Jerusalem Young Muslim Women Association), interview with PMDA researcher Lama Ghosheh, December 2018, non-transcript, the Palestinian Museum Digital Archive.","","ara","text","1985; Date created","1985","جمعية الشابات المسلمات","[31.768319,35.21371]","","","image/jpeg","6091","4341","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/1/65072_ca_object_representations_media_14105_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/1/56880_ca_object_representations_media_14105_original.jpg","https://palarchive.org/index.php/Detail/objects/24275/lang/en_US","The Palestinian Museum ","info@palarchive.org","loan","medium; 225","","Jerusalem Young Women Muslim Association Sub-collection 2: Documents  | The Young Muslim Women Association Collection - Jerusalem","14 August 2018 at 11:28:36","9 March 2021 at 19:25:59","A newspaper clip involves news about the Young Muslim Women Association in Jerusalem, regarding the graduation of the ninth cohorts of its students. The cohort includes students of the libraries science, printing, sewing, and knitting courses.","قصاصة من جريدة تحوي خبراً حول جمعية الشابات المسلمات في القدس بخصوص تخريج الفوج التاسع من طالباتها في دورات الخياطو والصوف وعلم المكتبات والطباعة.","","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5xt36d1/manifest"
"158","ark:/13030/m5jm9nnb","ark:/21198/z1325fjz","","Work","20.0","0020.02.0050|~|24276|~|92068_ca_object_representations_media_14106_original.jpg","The Young Muslim Women Association Collection - Jerusalem","Jerusalem Young Women Muslim Association Sub-collection 2: Documents","كلمة ألقيت في حفل تخريج طالبات دورات جمعية الشابات المسلمات في القدس","A Speech Delivered in the Graduation Ceremony of the Students of the Young Muslim Women Association Courses in Jerusalem","A speech delivered in the graduation ceremony of the students of the Young Muslim Women Association courses in Jerusalem. The courses includes printing, sewing, and a literacy course for the first time.|~|كلمة ألقيت في حفل تخريج طالبات دورات جمعية الشابات المسلمات في القدس تشمل دورات الطباعة والخياطة وللمرة الألوى دورة في محو الأمية.","Nabila en-Natsheh (Senior secretary at the Jerusalem Young Muslim Women Association), interview with PMDA researcher Lama Ghosheh, December 2018, non-transcript, the Palestinian Museum Digital Archive.","","ara","text","1985; Date created","1985","جمعية الشابات المسلمات","[31.768319,35.21371]","","","image/jpeg","6365","4144","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/1/12045_ca_object_representations_media_14106_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/1/92068_ca_object_representations_media_14106_original.jpg","https://palarchive.org/index.php/Detail/objects/24276/lang/en_US","The Palestinian Museum ","info@palarchive.org","loan","medium; 225","","Jerusalem Young Women Muslim Association Sub-collection 2: Documents  | The Young Muslim Women Association Collection - Jerusalem","14 August 2018 at 11:28:37","9 March 2021 at 19:25:59","A speech delivered in the graduation ceremony of the students of the Young Muslim Women Association courses in Jerusalem. The courses includes printing, sewing, and a literacy course for the first time.","كلمة ألقيت في حفل تخريج طالبات دورات جمعية الشابات المسلمات في القدس تشمل دورات الطباعة والخياطة وللمرة الألوى دورة في محو الأمية.","","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5jm9nnb/manifest"
"159","ark:/13030/m5dv8wz2","ark:/21198/z1325fjz","","Work","20.0","0020.02.0051|~|24277|~|72656_ca_object_representations_media_14108_original.jpg","The Young Muslim Women Association Collection - Jerusalem","Jerusalem Young Women Muslim Association Sub-collection 2: Documents","قصاصة من جريدة تحوي خبراً حول جمعية الشابات المسلمات في القدس بخصوص تخريج فوج جديد من الطالبات","A Newspaper Clip Involves News about the Young Muslim Women Association in Jerusalem, Regarding the Graduation of a New Cohort of Students","A newspaper clip involves news about the Young Muslim Women Association in Jerusalem, regarding the graduation of a new cohort of the participated students in the knitting and sewing courses. ;|~|قصاصة من جريدة تحوي خبراً حول جمعية الشابات المسلمات في القدس بخصوص تخريج فوج جديد من الطالبات اللواتي اشتركن في دورات النسيج والخياطة في الجمعية.","Nabila en-Natsheh (Senior secretary at the Jerusalem Young Muslim Women Association), interview with PMDA researcher Lama Ghosheh, December 2018, non-transcript, the Palestinian Museum Digital Archive.","","ara","text","25 May 1984; Date created","1984-05-25","جمعية الشابات المسلمات","[31.768319,35.21371]","","","image/jpeg","5677","3060","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/1/10468_ca_object_representations_media_14108_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/1/72656_ca_object_representations_media_14108_original.jpg","https://palarchive.org/index.php/Detail/objects/24277/lang/en_US","The Palestinian Museum ","info@palarchive.org","loan","medium; 225","","Jerusalem Young Women Muslim Association Sub-collection 2: Documents  | The Young Muslim Women Association Collection - Jerusalem","14 August 2018 at 11:28:37","9 March 2021 at 19:25:59","A newspaper clip involves news about the Young Muslim Women Association in Jerusalem, regarding the graduation of a new cohort of the participated students in the knitting and sewing courses. ;","قصاصة من جريدة تحوي خبراً حول جمعية الشابات المسلمات في القدس بخصوص تخريج فوج جديد من الطالبات اللواتي اشتركن في دورات النسيج والخياطة في الجمعية.","","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5dv8wz2/manifest"
"160","ark:/13030/m5b3569x","ark:/21198/z1325fjz","","Work","20.0","0020.02.0052|~|24278|~|58606_ca_object_representations_media_14109_original.jpg","The Young Muslim Women Association Collection - Jerusalem","Jerusalem Young Women Muslim Association Sub-collection 2: Documents","كلمة رئيسة جمعية الشابات المسلمات في القدس بخصوص افتتاحها لفرعين لمحو الأمية","A Speech of the Young Muslim Women Association Director in Jerusalem, Regarding Opening Two Branches for Literacy","A document involves a speech of the Young Muslim Women Association Director in Jerusalem, regarding opening two branches for literacy.|~|وثيقة تحوي كلمة رئيسة جمعية الشابات المسلمات في القدس بخصوص افتتاحها لفرعين لمحو الأمية.","Nabila en-Natsheh (Senior secretary at the Jerusalem Young Muslim Women Association), interview with PMDA researcher Lama Ghosheh, December 2018, non-transcript, the Palestinian Museum Digital Archive.","","ara","text","25 January 1982; Date created","1982-01-25","جمعية الشابات المسلمات","[31.768319,35.21371]","","","image/jpeg","4039","5218","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/1/19968_ca_object_representations_media_14109_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/1/58606_ca_object_representations_media_14109_original.jpg","https://palarchive.org/index.php/Detail/objects/24278/lang/en_US","The Palestinian Museum ","info@palarchive.org","loan","medium; 225","","Jerusalem Young Women Muslim Association Sub-collection 2: Documents  | The Young Muslim Women Association Collection - Jerusalem","14 August 2018 at 11:28:37","9 March 2021 at 19:25:59","A document involves a speech of the Young Muslim Women Association Director in Jerusalem, regarding opening two branches for literacy.","وثيقة تحوي كلمة رئيسة جمعية الشابات المسلمات في القدس بخصوص افتتاحها لفرعين لمحو الأمية.","","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5b3569x/manifest"
"161","ark:/13030/m593857f","ark:/21198/z1325fjz","","Work","20.0","0020.02.0053|~|24279|~|9960_ca_object_representations_media_14110_original.jpg","The Young Muslim Women Association Collection - Jerusalem","Jerusalem Young Women Muslim Association Sub-collection 2: Documents","قصاصة من جريدة تحوي خبراً حول احتفال بجمعية الشابات المسلمات في القدس","A Newspaper Clip Involves News about a Celebration in the Young Muslim Women Association in Jerusalem","A newspaper clip involves news about a celebration in the Young Muslim Women Association in Jerusalem, on the occasion of the Arab Literacy Day. |~|قصاصة من جريدة تحوي خبراً حول احتفال بجمعية الشابات المسلمات في القدس اليوم العربي لمحو الامية.","Nabila en-Natsheh (Senior secretary at the Jerusalem Young Muslim Women Association), interview with PMDA researcher Lama Ghosheh, December 2018, non-transcript, the Palestinian Museum Digital Archive.","","ara","text","26 January 1982; Date issued","1982-01-26","جمعية الشابات المسلمات","[31.768319,35.21371]","","","image/jpeg","6537","4309","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/1/93988_ca_object_representations_media_14110_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/1/9960_ca_object_representations_media_14110_original.jpg","https://palarchive.org/index.php/Detail/objects/24279/lang/en_US","The Palestinian Museum ","info@palarchive.org","loan","medium; 225","","Jerusalem Young Women Muslim Association Sub-collection 2: Documents  | The Young Muslim Women Association Collection - Jerusalem","14 August 2018 at 11:28:37","9 March 2021 at 19:25:59","A newspaper clip involves news about a celebration in the Young Muslim Women Association in Jerusalem, on the occasion of the Arab Literacy Day.","قصاصة من جريدة تحوي خبراً حول احتفال بجمعية الشابات المسلمات في القدس اليوم العربي لمحو الامية.","","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm593857f/manifest"
