Item ARK,Parent ARK,File Name,Object Type,coll id,AltIdentifier.local,Collection,Series,Title,AltTitle.other,Description.note,References,Genre,Language,Type.typeOfResource,Date.created,Date.normalized,Note,Subject.coordinates,Subject topic,Inscription,media.format,media.height,media.width,Thumbnail,IIIF Access URL,External item record,Repository,Rights.servicesContact,Acquisition method,Physical status,Violent Content,Series & Collection,Creation date/time,Last modification date/time,Description (Eng),Description (Ara),Genre (old),Inscription (old),Inscription 2 (old),Alt Title
ark:/21198/z1d27h8r,,,Collection,,,,,The Yousef Qutob Collection,,,,,,,,,,,,,,,,,,,The Palestinian Museum Digital Archive,info@palarchive.org,,,,,,,,,,,,
ark:/13030/m5898s3v,ark:/21198/z1d27h8r,,Work,100.0,0100.01.1223|~|90698|~|32634_ca_object_representations_media_89821_original.jpg,The Yousef Qutob Collection,,قبة يوسف اغا في القدس,Dome of Yousef Agha,A bunch of people in Al-Aqsa Mosque yards|~|.صورة ملونة، تظهر فيها قبة يوسف اغا في القدس,"Yousef al-Qutob (Photographer and journalist at the Palestinian News & Information Agency - WAFA), recorded interview with PMDA researcher Samar Ozrail, July 2019, non-transcript, the Palestinian Museum Digital Archive.",color photographs,ara,still image,2004; Date created,2004,,,,القدس :قبة يوسف أغا :2004: عدسة يوسف القطب|~|Jerusalem: Yousef Agha in 2004: Yousef Qutub,image/jpeg,2504,3600,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/9/8/27995_ca_object_representations_media_89821_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/9/8/32634_ca_object_representations_media_89821_original.jpg,https://palarchive.org/index.php/Detail/objects/90698/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Yousef Qutob Collection,13 February 2019 at 12:15:12,9 March 2021 at 11:42:33,A bunch of people in Al-Aqsa Mosque yards,.صورة ملونة، تظهر فيها قبة يوسف اغا في القدس,color photographs,القدس :قبة يوسف أغا :2004: عدسة يوسف القطب,Jerusalem: Yousef Agha in 2004: Yousef Qutub,
ark:/13030/m5cc8ktd,ark:/21198/z1d27h8r,,Work,100.0,0100.01.1224|~|90699|~|92657_ca_object_representations_media_89822_original.jpg,The Yousef Qutob Collection,,قبة سليمان بن عبدالملك في القدس,Dome of Sulayman ibn Abd al-Malik in Jerusalem,A colour photograph featuring the Dome of Sulayman ibn Abd al-Malik in Jerusalem.|~|.صورة ملونة، تظهر فيها قبة سليمان بن عبد الملك في مدينة القدس,"Yousef al-Qutob (Photographer and journalist at the Palestinian News & Information Agency - WAFA), recorded interview with PMDA researcher Samar Ozrail, July 2019, non-transcript, the Palestinian Museum Digital Archive.",color photographs,ara,still image,,,,,,القدس : قبة سليمان بن عبد الملك : عدسة يوسف القطب|~|Jerusalem: Dome of Sulayman ibn Abd al-Malik  Taken by Yusef al-Qutob,image/jpeg,2592,3600,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/9/8/43160_ca_object_representations_media_89822_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/9/8/92657_ca_object_representations_media_89822_original.jpg,https://palarchive.org/index.php/Detail/objects/90699/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Yousef Qutob Collection,13 February 2019 at 12:15:12,9 March 2021 at 11:42:33,A colour photograph featuring the Dome of Sulayman ibn Abd al-Malik in Jerusalem.,.صورة ملونة، تظهر فيها قبة سليمان بن عبد الملك في مدينة القدس,color photographs,القدس : قبة سليمان بن عبد الملك : عدسة يوسف القطب,Jerusalem: Dome of Sulayman ibn Abd al-Malik  Taken by Yusef al-Qutob,
ark:/13030/m5kx3255,ark:/21198/z1d27h8r,,Work,100.0,0100.01.1225|~|90700|~|13117_ca_object_representations_media_89823_original.jpg,The Yousef Qutob Collection,,مجموعة من الناس يصلون في داخل الاقصى,A bunch of people praying inside the Aqsa Mosque,A bunch of people praying inside the Aqsa Mosque|~|.صورة ملونة، تظهر فيها مجموعة من الناس يصلون في داخل الاقصى,"Yousef al-Qutob (Photographer and journalist at the Palestinian News & Information Agency - WAFA), recorded interview with PMDA researcher Samar Ozrail, July 2019, non-transcript, the Palestinian Museum Digital Archive.",color photographs,ara,still image,,,,,,القدس : في داخل الاقصى بين الصلاة والصلاة عدسة : يوسف القطب|~|Jerusalem: A bunch of people praying inside the Aqsa Mosque: Yousef Qutub,image/jpeg,593,1000,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/9/8/70126_ca_object_representations_media_89823_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/9/8/13117_ca_object_representations_media_89823_original.jpg,https://palarchive.org/index.php/Detail/objects/90700/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Yousef Qutob Collection,13 February 2019 at 12:15:12,9 March 2021 at 11:42:33,A bunch of people praying inside the Aqsa Mosque,.صورة ملونة، تظهر فيها مجموعة من الناس يصلون في داخل الاقصى,color photographs,القدس : في داخل الاقصى بين الصلاة والصلاة عدسة : يوسف القطب,Jerusalem: A bunch of people praying inside the Aqsa Mosque: Yousef Qutub,
ark:/13030/m5w45gjp,ark:/21198/z1d27h8r,,Work,100.0,0100.01.1226|~|90701|~|81764_ca_object_representations_media_89824_original.jpg,The Yousef Qutob Collection,,قبة الخضر في مدينة القدس,Al-Khidr Dome in Jerusalem,A colour photograph featuring al-Khidr Dome in Jerusalem.|~|.صورة ملونة، تظهر فيها قبة الخضر في مدينة القدس,"Yousef al-Qutob (Photographer and journalist at the Palestinian News & Information Agency - WAFA), recorded interview with PMDA researcher Samar Ozrail, July 2019, non-transcript, the Palestinian Museum Digital Archive.",color photographs,ara,still image,2002; Date created,2002,,,,"القدس : قبة الخضر : 2002: عدسة : يوسف القطب|~|Jerusalem: Al-Khidr Dome, 2002 Taken by Yusef al-Qutob",image/jpeg,3792,2400,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/9/8/64221_ca_object_representations_media_89824_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/9/8/81764_ca_object_representations_media_89824_original.jpg,https://palarchive.org/index.php/Detail/objects/90701/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Yousef Qutob Collection,13 February 2019 at 12:15:12,9 March 2021 at 11:42:33,A colour photograph featuring al-Khidr Dome in Jerusalem.,.صورة ملونة، تظهر فيها قبة الخضر في مدينة القدس,color photographs,القدس : قبة الخضر : 2002: عدسة : يوسف القطب,"Jerusalem: Al-Khidr Dome, 2002 Taken by Yusef al-Qutob",
ark:/13030/m5gv37c9,ark:/21198/z1d27h8r,,Work,100.0,0100.01.1227|~|90702|~|3552_ca_object_representations_media_89825_original.jpg,The Yousef Qutob Collection,,مجموعة من الناس يصلون في ساحات الاقصى,A bunch of people praying in the Aqsa square,A bunch of people praying in the Aqsa square|~|.صورة ملونة، تظهر فيها مجموعة من الناس يصلون في ساحات الاقصى,"Yousef al-Qutob (Photographer and journalist at the Palestinian News & Information Agency - WAFA), recorded interview with PMDA researcher Samar Ozrail, July 2019, non-transcript, the Palestinian Museum Digital Archive.",color photographs,ara,still image,,,,,,في باحات الاقصى بين الصلاة والصلاة عدسة : يوسف القطب|~|Jerusalem: A bunch of people praying inside the Aqsa Mosque: Yousef Qutub,image/jpeg,603,1000,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/9/8/39991_ca_object_representations_media_89825_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/9/8/3552_ca_object_representations_media_89825_original.jpg,https://palarchive.org/index.php/Detail/objects/90702/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Yousef Qutob Collection,13 February 2019 at 12:15:12,9 March 2021 at 11:42:33,A bunch of people praying in the Aqsa square,.صورة ملونة، تظهر فيها مجموعة من الناس يصلون في ساحات الاقصى,color photographs,في باحات الاقصى بين الصلاة والصلاة عدسة : يوسف القطب,Jerusalem: A bunch of people praying inside the Aqsa Mosque: Yousef Qutub,
ark:/13030/m5c32gk0,ark:/21198/z1d27h8r,,Work,100.0,0100.01.1228|~|90703|~|90036_ca_object_representations_media_89826_original.jpg,The Yousef Qutob Collection,,مجموعة من الناس في ساحات الاقصى,A bunch of people in Al-Aqsa square,A bunch of people in Al-Aqsa square|~|.صورة ملونة، تظهر فيها مجموعة من الناس في ساحات الاقصى,"Yousef al-Qutob (Photographer and journalist at the Palestinian News & Information Agency - WAFA), recorded interview with PMDA researcher Samar Ozrail, July 2019, non-transcript, the Palestinian Museum Digital Archive.",color photographs,ara,still image,,,,,,في باحات الاقصى بين الصلاة والصلاة عدسة:يوسف القطب|~|Jerusalem: A bunch of people praying inside the Aqsa Mosque: Yousef Qutub,image/jpeg,1128,600,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/9/8/39381_ca_object_representations_media_89826_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/9/8/90036_ca_object_representations_media_89826_original.jpg,https://palarchive.org/index.php/Detail/objects/90703/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Yousef Qutob Collection,13 February 2019 at 12:15:13,9 March 2021 at 11:42:33,A bunch of people in Al-Aqsa square,.صورة ملونة، تظهر فيها مجموعة من الناس في ساحات الاقصى,color photographs,في باحات الاقصى بين الصلاة والصلاة عدسة:يوسف القطب,Jerusalem: A bunch of people praying inside the Aqsa Mosque: Yousef Qutub,
ark:/13030/m5g529d9,ark:/21198/z1d27h8r,,Work,100.0,0100.01.1229|~|90704|~|25834_ca_object_representations_media_89827_original.jpg,The Yousef Qutob Collection,,منبر عمر داخل الاقصى,Manbar Omar inside Al-Aqsa,Manbar Omar inside Al-Aqsa|~|.صورة ملونة، تظهر فيها منبر عمر داخل الاقصى,"Yousef al-Qutob (Photographer and journalist at the Palestinian News & Information Agency - WAFA), recorded interview with PMDA researcher Samar Ozrail, July 2019, non-transcript, the Palestinian Museum Digital Archive.",color photographs,ara,still image,,,,,,منبر عمر ذاخل الاقصى عدسة : يوسف القطب|~|Manbar Omar inside Al-Aqsa: Yousef Qutub,image/jpeg,1128,600,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/9/8/87270_ca_object_representations_media_89827_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/9/8/25834_ca_object_representations_media_89827_original.jpg,https://palarchive.org/index.php/Detail/objects/90704/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Yousef Qutob Collection,13 February 2019 at 12:15:13,9 March 2021 at 11:42:33,Manbar Omar inside Al-Aqsa,.صورة ملونة، تظهر فيها منبر عمر داخل الاقصى,color photographs,منبر عمر ذاخل الاقصى عدسة : يوسف القطب,Manbar Omar inside Al-Aqsa: Yousef Qutub,
ark:/13030/m5909q08,ark:/21198/z1d27h8r,,Work,100.0,0100.01.1230|~|90705|~|46766_ca_object_representations_media_89828_original.jpg,The Yousef Qutob Collection,,باب منبر عمر في الاقصى,Bab Manbar Omar,Bab Manbar Omar inside Al-Aqsa|~|.صورة ملونة، تظهر فيها باب منبر عمر داخل الاقصى,"Yousef al-Qutob (Photographer and journalist at the Palestinian News & Information Agency - WAFA), recorded interview with PMDA researcher Samar Ozrail, July 2019, non-transcript, the Palestinian Museum Digital Archive.",color photographs,ara,still image,,,,,,باب منبر عمر داخل الاقصى عدسة :يوسف القطب|~|Bab Manbar Omar inside Al-Aqsa: Yousef Qutub,image/jpeg,953,600,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/9/8/25409_ca_object_representations_media_89828_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/9/8/46766_ca_object_representations_media_89828_original.jpg,https://palarchive.org/index.php/Detail/objects/90705/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Yousef Qutob Collection,13 February 2019 at 12:15:13,9 March 2021 at 11:42:33,Bab Manbar Omar inside Al-Aqsa,.صورة ملونة، تظهر فيها باب منبر عمر داخل الاقصى,color photographs,باب منبر عمر داخل الاقصى عدسة :يوسف القطب,Bab Manbar Omar inside Al-Aqsa: Yousef Qutub,
ark:/13030/m5578z73,ark:/21198/z1d27h8r,,Work,100.0,0100.01.1231|~|90706|~|66011_ca_object_representations_media_89829_original.jpg,The Yousef Qutob Collection,,زخرفة منبر عمر في القدس,The decorations of Manbar Omar in Jerusalem,The decorations of Manbar Omar in Jerusalem|~|.صورة ملونة، تظهر فيها زخرفة حول منبر عمر داخل الاقصى,"Yousef al-Qutob (Photographer and journalist at the Palestinian News & Information Agency - WAFA), recorded interview with PMDA researcher Samar Ozrail, July 2019, non-transcript, the Palestinian Museum Digital Archive.",color photographs,ara,still image,,,,,,زخرفة حول منبر عمر داخل الاقصى عدسة : يوسف القطب|~|The decorations of Manbar Omar in Jerusalem: Yousef Qutub,image/jpeg,600,1000,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/9/8/31096_ca_object_representations_media_89829_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/9/8/66011_ca_object_representations_media_89829_original.jpg,https://palarchive.org/index.php/Detail/objects/90706/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Yousef Qutob Collection,13 February 2019 at 12:15:13,9 March 2021 at 11:42:33,The decorations of Manbar Omar in Jerusalem,.صورة ملونة، تظهر فيها زخرفة حول منبر عمر داخل الاقصى,color photographs,زخرفة حول منبر عمر داخل الاقصى عدسة : يوسف القطب,The decorations of Manbar Omar in Jerusalem: Yousef Qutub,
ark:/13030/m5bd1jpk,ark:/21198/z1d27h8r,,Work,100.0,0100.01.1232|~|90707|~|11687_ca_object_representations_media_89830_original.jpg,The Yousef Qutob Collection,,زخرفة منبر عمر في القدس,The decorations of Manbar Omar in Jerusalem,The decorations of Manbar Omar in Jerusalem|~|صورة ملونة، تظهر فيها زخرفة حول منبر عمر داخل الاقصى عدسة :يوسف القطب,"Yousef al-Qutob (Photographer and journalist at the Palestinian News & Information Agency - WAFA), recorded interview with PMDA researcher Samar Ozrail, July 2019, non-transcript, the Palestinian Museum Digital Archive.",color photographs,ara,still image,,,,,,زخرفة حول منبر عمر داخل الاقصى عدسة : يوسق القطب|~|The decorations of Manbar Omar in Jerusalem: Yousef Qutub,image/jpeg,635,900,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/9/8/17080_ca_object_representations_media_89830_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/9/8/11687_ca_object_representations_media_89830_original.jpg,https://palarchive.org/index.php/Detail/objects/90707/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Yousef Qutob Collection,13 February 2019 at 12:15:13,9 March 2021 at 11:42:33,The decorations of Manbar Omar in Jerusalem,صورة ملونة، تظهر فيها زخرفة حول منبر عمر داخل الاقصى عدسة :يوسف القطب,color photographs,زخرفة حول منبر عمر داخل الاقصى عدسة : يوسق القطب,The decorations of Manbar Omar in Jerusalem: Yousef Qutub,
ark:/13030/m51g86g9,ark:/21198/z1d27h8r,,Work,100.0,0100.01.1233|~|90708|~|83482_ca_object_representations_media_89831_original.jpg,The Yousef Qutob Collection,,معاهد العلم الاشرفية في القدس,Ashrafieh Institutes in Jerusalem,Ashrafieh Institutes in Jerusalem|~|.صورة ملونة، تظهر فيها معاهد العلم الاشرفية في القدس,"Yousef al-Qutob (Photographer and journalist at the Palestinian News & Information Agency - WAFA), recorded interview with PMDA researcher Samar Ozrail, July 2019, non-transcript, the Palestinian Museum Digital Archive.",color photographs,ara,still image,,,,,,القدس : معاهد العلم . الاشرفية عدسة : يوسف القطب|~|Ashrafieh Institutes in Jerusalem: Yousef Qutub,image/jpeg,1234,780,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/9/8/49464_ca_object_representations_media_89831_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/9/8/83482_ca_object_representations_media_89831_original.jpg,https://palarchive.org/index.php/Detail/objects/90708/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Yousef Qutob Collection,13 February 2019 at 12:15:14,9 March 2021 at 11:42:33,Ashrafieh Institutes in Jerusalem,.صورة ملونة، تظهر فيها معاهد العلم الاشرفية في القدس,color photographs,القدس : معاهد العلم . الاشرفية عدسة : يوسف القطب,Ashrafieh Institutes in Jerusalem: Yousef Qutub,
ark:/13030/m53n9pn2,ark:/21198/z1d27h8r,,Work,100.0,0100.01.1234|~|90709|~|99349_ca_object_representations_media_89832_original.jpg,The Yousef Qutob Collection,,منبر عمر الموجود داخل الاقصى,Manbar Omar inside Al-Aqsa,Manbar Omar inside Al-Aqsa|~|.صورة ملونة، تظهر فيها زخرفة حول منبر عمر داخل الاقصى,"Yousef al-Qutob (Photographer and journalist at the Palestinian News & Information Agency - WAFA), recorded interview with PMDA researcher Samar Ozrail, July 2019, non-transcript, the Palestinian Museum Digital Archive.",color photographs,ara,still image,,,,,,زخرفة حول منبر عمر داخل الاقصى عدسة :يوسف القطب|~|Manbar Omar inside Al-Aqsa: Yousef Qutub,image/jpeg,605,1000,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/9/8/52327_ca_object_representations_media_89832_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/9/8/99349_ca_object_representations_media_89832_original.jpg,https://palarchive.org/index.php/Detail/objects/90709/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Yousef Qutob Collection,13 February 2019 at 12:15:14,9 March 2021 at 11:42:33,Manbar Omar inside Al-Aqsa,.صورة ملونة، تظهر فيها زخرفة حول منبر عمر داخل الاقصى,color photographs,زخرفة حول منبر عمر داخل الاقصى عدسة :يوسف القطب,Manbar Omar inside Al-Aqsa: Yousef Qutub,
ark:/13030/m5wq7pz5,ark:/21198/z1d27h8r,,Work,100.0,0100.01.1235|~|90710|~|21654_ca_object_representations_media_89833_original.jpg,The Yousef Qutob Collection,,قبة الصخرى وقبة موسى,Dome of the Rock and Dome of Moses,Dome of the Rock and Dome of Moses|~|.صورة ملونة، تظهر فيها قبة الصخرى وقبة موسى في مدينة القدس,"Yousef al-Qutob (Photographer and journalist at the Palestinian News & Information Agency - WAFA), recorded interview with PMDA researcher Samar Ozrail, July 2019, non-transcript, the Palestinian Museum Digital Archive.",color photographs,ara,still image,,,,,,القدس :قبة الصخري . وقبة موسي عدية : يوسف القطب|~|Dome of the Rock and Dome of Moses: Yousef Qutub,image/jpeg,743,1100,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/9/8/44328_ca_object_representations_media_89833_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/9/8/21654_ca_object_representations_media_89833_original.jpg,https://palarchive.org/index.php/Detail/objects/90710/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Yousef Qutob Collection,13 February 2019 at 12:15:14,9 March 2021 at 11:42:33,Dome of the Rock and Dome of Moses,.صورة ملونة، تظهر فيها قبة الصخرى وقبة موسى في مدينة القدس,color photographs,القدس :قبة الصخري . وقبة موسي عدية : يوسف القطب,Dome of the Rock and Dome of Moses: Yousef Qutub,
ark:/13030/m5jx611s,ark:/21198/z1d27h8r,,Work,100.0,0100.01.1236|~|90711|~|77182_ca_object_representations_media_89834_original.jpg,The Yousef Qutob Collection,,مئذنة باب الاسباط في القدس,Lion's Gate in Jerusalem,Lion's Gate in Jerusalem|~|.صورة ملونة، تظهر فيها مئذنة بابا الاسباط في مدينة القدس,"Yousef al-Qutob (Photographer and journalist at the Palestinian News & Information Agency - WAFA), recorded interview with PMDA researcher Samar Ozrail, July 2019, non-transcript, the Palestinian Museum Digital Archive.",color photographs,ara,still image,22 August 2004; Date created,2004-08-22,,,,القدس: مئذنة باب الاسباط : 22/8/2004 : عدسة : يوسف القطب|~|Lion's Gate in Jerusalem: Yousef Qutub,image/jpeg,1245,780,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/9/8/88590_ca_object_representations_media_89834_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/9/8/77182_ca_object_representations_media_89834_original.jpg,https://palarchive.org/index.php/Detail/objects/90711/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Yousef Qutob Collection,13 February 2019 at 12:15:14,9 March 2021 at 11:42:33,Lion's Gate in Jerusalem,.صورة ملونة، تظهر فيها مئذنة بابا الاسباط في مدينة القدس,color photographs,القدس: مئذنة باب الاسباط : 22/8/2004 : عدسة : يوسف القطب,Lion's Gate in Jerusalem: Yousef Qutub,
ark:/13030/m5qc7pq1,ark:/21198/z1d27h8r,,Work,100.0,0100.01.1237|~|90712|~|16780_ca_object_representations_media_89835_original.jpg,The Yousef Qutob Collection,,باب الاسباط من الداخل في القدس,Lion's Gate from the inside in Jerusalem,Lion's Gate from the inside in Jerusalem|~|.صورة ملونة، تظهر فيها باب الاسباط من الداخل في القدس,"Yousef al-Qutob (Photographer and journalist at the Palestinian News & Information Agency - WAFA), recorded interview with PMDA researcher Samar Ozrail, July 2019, non-transcript, the Palestinian Museum Digital Archive.",color photographs,ara,still image,,,,,,القدس : بابا الاسباط من الداخل عدسة : يوسف القطب|~|Lion's Gate from the inside in Jerusalem: Yousef Qutub,image/jpeg,2586,3600,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/9/8/49268_ca_object_representations_media_89835_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/9/8/16780_ca_object_representations_media_89835_original.jpg,https://palarchive.org/index.php/Detail/objects/90712/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Yousef Qutob Collection,13 February 2019 at 12:15:14,9 March 2021 at 11:42:33,Lion's Gate from the inside in Jerusalem,.صورة ملونة، تظهر فيها باب الاسباط من الداخل في القدس,color photographs,القدس : بابا الاسباط من الداخل عدسة : يوسف القطب,Lion's Gate from the inside in Jerusalem: Yousef Qutub,
ark:/13030/m5km6z0q,ark:/21198/z1d27h8r,,Work,100.0,0100.01.1238|~|90713|~|95262_ca_object_representations_media_89836_original.jpg,The Yousef Qutob Collection,,قبة الصخرة من الجنوب,Dome of the Rock from the South,Dome of the Rock from the South|~|.صورة ملونة، تظهر فيها قبة الصخرة من الجنوب,"Yousef al-Qutob (Photographer and journalist at the Palestinian News & Information Agency - WAFA), recorded interview with PMDA researcher Samar Ozrail, July 2019, non-transcript, the Palestinian Museum Digital Archive.",color photographs,ara,still image,,,,,,القدس قبة الصخرة من الجنوب /20/8/2008 : عدسة يوسف القطب|~|Dome of the Rock from the South: Yousef Qutub,image/jpeg,842,1170,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/9/8/57485_ca_object_representations_media_89836_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/9/8/95262_ca_object_representations_media_89836_original.jpg,https://palarchive.org/index.php/Detail/objects/90713/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Yousef Qutob Collection,13 February 2019 at 12:15:14,9 March 2021 at 11:42:33,Dome of the Rock from the South,.صورة ملونة، تظهر فيها قبة الصخرة من الجنوب,color photographs,القدس قبة الصخرة من الجنوب /20/8/2008 : عدسة يوسف القطب,Dome of the Rock from the South: Yousef Qutub,
ark:/13030/m5b644xt,ark:/21198/z1d27h8r,,Work,100.0,0100.01.1239|~|90714|~|92347_ca_object_representations_media_89837_original.jpg,The Yousef Qutob Collection,,قبة الصخرة وقبة الارواح,The Dome of the Rock and the Dome of Souls in Jerusalem,A colour photograph featuring the Dome of the Rock and the Dome of Souls in Jerusalem.|~|.صورة ملونة، تظهر فيها القدس قبة الصخرة المشرفة وقبة الارواح,"Yousef al-Qutob (Photographer and journalist at the Palestinian News & Information Agency - WAFA), recorded interview with PMDA researcher Samar Ozrail, July 2019, non-transcript, the Palestinian Museum Digital Archive.",color photographs,ara,still image,,,,,,القدس قبة الصخرة المشرفة وقبة الارواح عدسة : يوسف القطب|~|Jerusalem: Dome of the Rock and the Dome of Souls in Jerusalem Taken by Yusef al-Qutob,image/jpeg,2532,3600,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/9/8/16009_ca_object_representations_media_89837_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/9/8/92347_ca_object_representations_media_89837_original.jpg,https://palarchive.org/index.php/Detail/objects/90714/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Yousef Qutob Collection,13 February 2019 at 12:15:14,9 March 2021 at 11:42:33,A colour photograph featuring the Dome of the Rock and the Dome of Souls in Jerusalem.,.صورة ملونة، تظهر فيها القدس قبة الصخرة المشرفة وقبة الارواح,color photographs,القدس قبة الصخرة المشرفة وقبة الارواح عدسة : يوسف القطب,Jerusalem: Dome of the Rock and the Dome of Souls in Jerusalem Taken by Yusef al-Qutob,
ark:/13030/m5rz6z9r,ark:/21198/z1d27h8r,,Work,100.0,0100.01.1240|~|90715|~|2039_ca_object_representations_media_89838_original.jpg,The Yousef Qutob Collection,,قبة الارواح في القدس,The Dome of Souls in Jerusalem,A colour photograph featuring the Dome of Souls in Jerusalem.|~|.صورة ملونة، تظهر فيها قبة الارواح في القدس,"Yousef al-Qutob (Photographer and journalist at the Palestinian News & Information Agency - WAFA), recorded interview with PMDA researcher Samar Ozrail, July 2019, non-transcript, the Palestinian Museum Digital Archive.",color photographs,ara,still image,,,,,,القدس : قبة الارواح عدسة : يوسف القطب|~|Jerusalem: The Dome of Souls Taken by Yusef al-Qutob,image/jpeg,2568,3600,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/9/8/21582_ca_object_representations_media_89838_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/9/8/2039_ca_object_representations_media_89838_original.jpg,https://palarchive.org/index.php/Detail/objects/90715/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Yousef Qutob Collection,13 February 2019 at 12:15:15,9 March 2021 at 11:42:33,A colour photograph featuring the Dome of Souls in Jerusalem.,.صورة ملونة، تظهر فيها قبة الارواح في القدس,color photographs,القدس : قبة الارواح عدسة : يوسف القطب,Jerusalem: The Dome of Souls Taken by Yusef al-Qutob,
ark:/13030/m5xx24z1,ark:/21198/z1d27h8r,,Work,100.0,0100.01.1241|~|90716|~|18910_ca_object_representations_media_89839_original.jpg,The Yousef Qutob Collection,,اسواق القدس القديمة,The market of Old Jerusalem,The market of Old Jerusalem|~|.صورة ملونة، تظهر فيها اسواق القدس القديمة طريق خان الزيت,"Yousef al-Qutob (Photographer and journalist at the Palestinian News & Information Agency - WAFA), recorded interview with PMDA researcher Samar Ozrail, July 2019, non-transcript, the Palestinian Museum Digital Archive.",color photographs,ara,still image,,,,,,القدس القديمة : طريق خان الزيت : عدسة :يوسف القطب|~|The market of Old Jerusalem:Yousef Qutub,image/jpeg,846,1170,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/9/8/27375_ca_object_representations_media_89839_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/9/8/18910_ca_object_representations_media_89839_original.jpg,https://palarchive.org/index.php/Detail/objects/90716/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Yousef Qutob Collection,13 February 2019 at 12:15:15,9 March 2021 at 11:42:33,The market of Old Jerusalem,.صورة ملونة، تظهر فيها اسواق القدس القديمة طريق خان الزيت,color photographs,القدس القديمة : طريق خان الزيت : عدسة :يوسف القطب,The market of Old Jerusalem:Yousef Qutub,
