Item ARK,Parent ARK,File Name,Object Type,coll id,AltIdentifier.local,Collection,Series,Title,AltTitle.other,Description.note,References,Genre,Language,Type.typeOfResource,Date.created,Date.normalized,Note,Subject.coordinates,Subject topic,Inscription,media.format,media.height,media.width,Thumbnail,IIIF Access URL,External item record,Repository,Rights.servicesContact,Acquisition method,Physical status,Violent Content,Series & Collection,Creation date/time,Last modification date/time,Description (Eng),Description (Ara),Genre (old),Inscription (old),Inscription 2 (old),Alt Title
ark:/21198/z1rg1dpv,,,Collection,,,,,The Cooperative Society for Olive Pressing in Beit Jala Collection,,,,,,,,,,,,,,,,,,,The Palestinian Museum Digital Archive,info@palarchive.org,,,,,,,,,,,,
ark:/13030/m5f554gz,ark:/21198/z1rg1dpv,,Work,74.0,0074.01.0144|~|75208|~|56169_ca_object_representations_media_43657_original.jpg,The Cooperative Society for Olive Pressing in Beit Jala Collection,Cooperative Society for Olive Pressing-Beit Jala Sub-collection 1: Documents,شيك مستحق للجمعية التعاونية لعصر الزيتون في بلدة بيت جالا أصدره البنك التعاوني في الأردن,A cheque payable to the Cooperative Society for Olive Pressing issued by the Cooperative Bank in Jordan,,"The Cooperative Society for Olive Pressing in Beit Jala, ""Correspondence, Reports, Papers, and Documents"", collection, 7 August 2018, the Palestinian Museum Digital Archive.; The Cooperative Society for Olive Pressing in Beit Jala, ""Minutes 1981 - 2017"", society collection, 7 August 2018, the Palestinian Museum Digital Archive.; الجمعية التعاونية لعصر الزيتون في بيت جالا، ""محاضر اجتماعات من السنوات 1981 - 2017، مجموعة الجمعية، 7 آب 2018، أرشيف المتحف الفلسطيني الرقمي.",,,text,8 February 1987,1987-02-08,,,,Text,image/jpeg,6884,4435,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/6/83371_ca_object_representations_media_43657_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/6/56169_ca_object_representations_media_43657_original.jpg,https://palarchive.org/index.php/Detail/objects/75208/lang/en_US,The Palestinian Museum ,info@palarchive.org,,acceptable; 226,,The Cooperative Society for Olive Pressing in Beit Jala Collection | Cooperative Society for Olive Pressing-Beit Jala Sub-collection 1: Documents,5 December 2018 at 10:19:08,9 March 2021 at 12:03:50,,,,,Text,
ark:/13030/m5h20hbd,ark:/21198/z1rg1dpv,,Work,74.0,0074.01.0145|~|75209|~|66042_ca_object_representations_media_43658_original.jpg,The Cooperative Society for Olive Pressing in Beit Jala Collection,Cooperative Society for Olive Pressing-Beit Jala Sub-collection 1: Documents,خبر حول اقتحام مسؤولي الضرائب التابعين للاحتلال الإسرائيلي للجمعية التعاونية لعصر الزيتون في بلدة بيت جالا,News about the incursion of the Cooperative Society for Olive Pressing in Beit Jala by the Israeli tax officials,,"The Cooperative Society for Olive Pressing in Beit Jala, ""Correspondence, Reports, Papers, and Documents"", collection, 7 August 2018, the Palestinian Museum Digital Archive.; The Cooperative Society for Olive Pressing in Beit Jala, ""Minutes 1981 - 2017"", society collection, 7 August 2018, the Palestinian Museum Digital Archive.; الجمعية التعاونية لعصر الزيتون في بيت جالا، ""محاضر اجتماعات من السنوات 1981 - 2017، مجموعة الجمعية، 7 آب 2018، أرشيف المتحف الفلسطيني الرقمي.",,,text,12 May 1987,1987-05-12,,,,Text,image/jpeg,6905,4435,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/6/35402_ca_object_representations_media_43658_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/6/66042_ca_object_representations_media_43658_original.jpg,https://palarchive.org/index.php/Detail/objects/75209/lang/en_US,The Palestinian Museum ,info@palarchive.org,,acceptable; 226,,The Cooperative Society for Olive Pressing in Beit Jala Collection | Cooperative Society for Olive Pressing-Beit Jala Sub-collection 1: Documents,5 December 2018 at 10:19:09,9 March 2021 at 12:03:49,,,,,Text,
ark:/13030/m59h334h,ark:/21198/z1rg1dpv,,Work,74.0,0074.01.0146|~|75210|~|9101_ca_object_representations_media_43659_original.jpg,The Cooperative Society for Olive Pressing in Beit Jala Collection,Cooperative Society for Olive Pressing-Beit Jala Sub-collection 1: Documents,وثيقة تحويلات مصرفية في حساب بنكي للجمعية التعاونية لعصر الزيتون في بلدة بيت جالا,A document containing transactions to the bank account of the Cooperative Society for Olive Pressing in Beit Jala,,"The Cooperative Society for Olive Pressing in Beit Jala, ""Correspondence, Reports, Papers, and Documents"", collection, 7 August 2018, the Palestinian Museum Digital Archive.; The Cooperative Society for Olive Pressing in Beit Jala, ""Minutes 1981 - 2017"", society collection, 7 August 2018, the Palestinian Museum Digital Archive.; الجمعية التعاونية لعصر الزيتون في بيت جالا، ""محاضر اجتماعات من السنوات 1981 - 2017، مجموعة الجمعية، 7 آب 2018، أرشيف المتحف الفلسطيني الرقمي.",,,text,30 September 1987,1987-09-30,,,,Text,image/jpeg,6939,4502,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/6/28819_ca_object_representations_media_43659_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/6/9101_ca_object_representations_media_43659_original.jpg,https://palarchive.org/index.php/Detail/objects/75210/lang/en_US,The Palestinian Museum ,info@palarchive.org,,acceptable; 226,,The Cooperative Society for Olive Pressing in Beit Jala Collection | Cooperative Society for Olive Pressing-Beit Jala Sub-collection 1: Documents,5 December 2018 at 10:19:09,9 March 2021 at 12:03:49,,,,,Text,
ark:/13030/m57h90x7,ark:/21198/z1rg1dpv,,Work,74.0,0074.01.0147|~|75211|~|11052_ca_object_representations_media_43660_original.jpg,The Cooperative Society for Olive Pressing in Beit Jala Collection,Cooperative Society for Olive Pressing-Beit Jala Sub-collection 1: Documents,رسالة من الخدمات الطبية في الإدارة المدنية التابعة للاحتلال الإسرائيلي إلى مدير الجمعية التعاونية لعصر الزيتون في بلدة بيت جالا,A letter from the Medical Services of the Civil Administration of the Israeli Occupation to the Director of the Cooperative Society for Olive Pressing in Beit Jala,,"The Cooperative Society for Olive Pressing in Beit Jala, ""Correspondence, Reports, Papers, and Documents"", collection, 7 August 2018, the Palestinian Museum Digital Archive.; The Cooperative Society for Olive Pressing in Beit Jala, ""Minutes 1981 - 2017"", society collection, 7 August 2018, the Palestinian Museum Digital Archive.; الجمعية التعاونية لعصر الزيتون في بيت جالا، ""محاضر اجتماعات من السنوات 1981 - 2017، مجموعة الجمعية، 7 آب 2018، أرشيف المتحف الفلسطيني الرقمي.",,,text,2 November 1987,1987-11-02,,,,Text,image/jpeg,4388,3206,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/6/77990_ca_object_representations_media_43660_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/6/11052_ca_object_representations_media_43660_original.jpg,https://palarchive.org/index.php/Detail/objects/75211/lang/en_US,The Palestinian Museum ,info@palarchive.org,,acceptable; 226,,The Cooperative Society for Olive Pressing in Beit Jala Collection | Cooperative Society for Olive Pressing-Beit Jala Sub-collection 1: Documents,5 December 2018 at 10:19:09,9 March 2021 at 12:03:49,,,,,Text,
ark:/13030/m55r2bf7,ark:/21198/z1rg1dpv,,Work,74.0,0074.01.0148|~|75212|~|22422_ca_object_representations_media_43661_original.jpg,The Cooperative Society for Olive Pressing in Beit Jala Collection,Cooperative Society for Olive Pressing-Beit Jala Sub-collection 1: Documents,رسالة بقيمة تصليحات أجريت لفرازة زيت تمتلكها الجمعية التعاونية لعصر الزيتون في بلدة بيت جالا,A letter regarding the repairing expenses of an oil–water separator owned by the Cooperative Society for Olive Pressing in Beit Jala,,"The Cooperative Society for Olive Pressing in Beit Jala, ""Correspondence, Reports, Papers, and Documents"", collection, 7 August 2018, the Palestinian Museum Digital Archive.; The Cooperative Society for Olive Pressing in Beit Jala, ""Minutes 1981 - 2017"", society collection, 7 August 2018, the Palestinian Museum Digital Archive.; الجمعية التعاونية لعصر الزيتون في بيت جالا، ""محاضر اجتماعات من السنوات 1981 - 2017، مجموعة الجمعية، 7 آب 2018، أرشيف المتحف الفلسطيني الرقمي.",,,text,20 October 1987,1987-10-20,,,,Text,image/jpeg,6905,4446,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/6/27328_ca_object_representations_media_43661_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/6/22422_ca_object_representations_media_43661_original.jpg,https://palarchive.org/index.php/Detail/objects/75212/lang/en_US,The Palestinian Museum ,info@palarchive.org,,acceptable; 226,,The Cooperative Society for Olive Pressing in Beit Jala Collection | Cooperative Society for Olive Pressing-Beit Jala Sub-collection 1: Documents,5 December 2018 at 10:19:09,9 March 2021 at 12:03:48,,,,,Text,
ark:/13030/m5578tbs,ark:/21198/z1rg1dpv,,Work,74.0,0074.01.0149|~|75213|~|33482_ca_object_representations_media_43662_original.jpg,The Cooperative Society for Olive Pressing in Beit Jala Collection,Cooperative Society for Olive Pressing-Beit Jala Sub-collection 1: Documents,رسالة إلى لجنة إدارة الجمعية التعاونية لعصر الزيتون في بلدة بيت جالا من المهندس حنا العلام بخصوص أتعاب العمل في موسم الزيتون,A letter from the engineer Hanna Al-A'lam to the Management Committee of the Cooperative Society for Olive Pressing in Beit Jala regarding the end of service benefits; during the Olive Season,,"The Cooperative Society for Olive Pressing in Beit Jala, ""Correspondence, Reports, Papers, and Documents"", collection, 7 August 2018, the Palestinian Museum Digital Archive.; The Cooperative Society for Olive Pressing in Beit Jala, ""Minutes 1981 - 2017"", society collection, 7 August 2018, the Palestinian Museum Digital Archive.; الجمعية التعاونية لعصر الزيتون في بيت جالا، ""محاضر اجتماعات من السنوات 1981 - 2017، مجموعة الجمعية، 7 آب 2018، أرشيف المتحف الفلسطيني الرقمي.",,,text,20 January 1988,1988-01-20,,,,Text,image/jpeg,6868,4387,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/6/73216_ca_object_representations_media_43662_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/6/33482_ca_object_representations_media_43662_original.jpg,https://palarchive.org/index.php/Detail/objects/75213/lang/en_US,The Palestinian Museum ,info@palarchive.org,,acceptable; 226,,The Cooperative Society for Olive Pressing in Beit Jala Collection | Cooperative Society for Olive Pressing-Beit Jala Sub-collection 1: Documents,5 December 2018 at 10:19:09,9 March 2021 at 12:03:48,,,,,Text,
ark:/13030/m51g82mf,ark:/21198/z1rg1dpv,,Work,74.0,0074.01.0150|~|75214|~|82879_ca_object_representations_media_43663_original.jpg,The Cooperative Society for Olive Pressing in Beit Jala Collection,Cooperative Society for Olive Pressing-Beit Jala Sub-collection 1: Documents,كشف إيصالات بيع التنك الفارغ والجالونات لمصنع الصابون التابع للجمعية التعاونية لعصر الزيتون في بلدة بيت جالا,Receipts for the empty cans and gallons sold by the Soap Factory affiliated with the Cooperative Society for Olive Pressing in Beit Jala,,"The Cooperative Society for Olive Pressing in Beit Jala, ""Correspondence, Reports, Papers, and Documents"", collection, 7 August 2018, the Palestinian Museum Digital Archive.; The Cooperative Society for Olive Pressing in Beit Jala, ""Minutes 1981 - 2017"", society collection, 7 August 2018, the Palestinian Museum Digital Archive.; الجمعية التعاونية لعصر الزيتون في بيت جالا، ""محاضر اجتماعات من السنوات 1981 - 2017، مجموعة الجمعية، 7 آب 2018، أرشيف المتحف الفلسطيني الرقمي.",,,text,1980s,1980/1989,,,,Text,image/jpeg,6911,4346,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/6/36924_ca_object_representations_media_43663_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/6/82879_ca_object_representations_media_43663_original.jpg,https://palarchive.org/index.php/Detail/objects/75214/lang/en_US,The Palestinian Museum ,info@palarchive.org,,acceptable; 226,,The Cooperative Society for Olive Pressing in Beit Jala Collection | Cooperative Society for Olive Pressing-Beit Jala Sub-collection 1: Documents,5 December 2018 at 10:19:09,9 March 2021 at 12:03:47,,,,,Text,
ark:/13030/m58h6221,ark:/21198/z1rg1dpv,,Work,74.0,0074.01.0151|~|75215|~|85398_ca_object_representations_media_43666_original.jpg,The Cooperative Society for Olive Pressing in Beit Jala Collection,Cooperative Society for Olive Pressing-Beit Jala Sub-collection 1: Documents,"The agreement for the replacement of the boiler; used by the Soap Factory, affiliated with the Cooperative Society for Olive Pressing in Beit Jala","The agreement for the replacement of the boiler; used by the Soap Factory, affiliated with the Cooperative Society for Olive Pressing in Beit Jala",,"The Cooperative Society for Olive Pressing in Beit Jala, ""Correspondence, Reports, Papers, and Documents"", collection, 7 August 2018, the Palestinian Museum Digital Archive.; The Cooperative Society for Olive Pressing in Beit Jala, ""Minutes 1981 - 2017"", society collection, 7 August 2018, the Palestinian Museum Digital Archive.; الجمعية التعاونية لعصر الزيتون في بيت جالا، ""محاضر اجتماعات من السنوات 1981 - 2017، مجموعة الجمعية، 7 آب 2018، أرشيف المتحف الفلسطيني الرقمي.",,,text,30 October 1987,1987-10-30,,,,Text,image/jpeg,6936,4411,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/6/85404_ca_object_representations_media_43666_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/6/85398_ca_object_representations_media_43666_original.jpg,https://palarchive.org/index.php/Detail/objects/75215/lang/en_US,The Palestinian Museum ,info@palarchive.org,,acceptable; 226,,The Cooperative Society for Olive Pressing in Beit Jala Collection | Cooperative Society for Olive Pressing-Beit Jala Sub-collection 1: Documents,5 December 2018 at 10:19:09,21 November 2020 at 10:57:46,,,,,Text,
ark:/13030/m5007hdm,ark:/21198/z1rg1dpv,,Work,74.0,0074.01.0152|~|75216|~|18285_ca_object_representations_media_43669_original.jpg,The Cooperative Society for Olive Pressing in Beit Jala Collection,Cooperative Society for Olive Pressing-Beit Jala Sub-collection 1: Documents,طلب لتوفير كافتيريا للجمعية التعاونية لعصر الزيتون في بلدة بيت جالا في وقت موسم عصر الزيتون,A request to open a cafeteria for the Cooperative Society for Olive Pressing in Beit Jala during the Olive Season,,"The Cooperative Society for Olive Pressing in Beit Jala, ""Correspondence, Reports, Papers, and Documents"", collection, 7 August 2018, the Palestinian Museum Digital Archive.; The Cooperative Society for Olive Pressing in Beit Jala, ""Minutes 1981 - 2017"", society collection, 7 August 2018, the Palestinian Museum Digital Archive.; الجمعية التعاونية لعصر الزيتون في بيت جالا، ""محاضر اجتماعات من السنوات 1981 - 2017، مجموعة الجمعية، 7 آب 2018، أرشيف المتحف الفلسطيني الرقمي.",,,text,1980s,1980/1989,,,,Text,image/jpeg,1552,4381,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/6/7099_ca_object_representations_media_43669_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/6/18285_ca_object_representations_media_43669_original.jpg,https://palarchive.org/index.php/Detail/objects/75216/lang/en_US,The Palestinian Museum ,info@palarchive.org,,acceptable; 226,,The Cooperative Society for Olive Pressing in Beit Jala Collection | Cooperative Society for Olive Pressing-Beit Jala Sub-collection 1: Documents,5 December 2018 at 10:19:10,9 March 2021 at 12:03:47,,,,,Text,
ark:/13030/m5v770zr,ark:/21198/z1rg1dpv,,Work,74.0,0074.01.0153|~|75217|~|53751_ca_object_representations_media_43671_original.jpg,The Cooperative Society for Olive Pressing in Beit Jala Collection,Cooperative Society for Olive Pressing-Beit Jala Sub-collection 1: Documents,نموذج طلب تصنيف وترخيص لمعمل صابون قدمتها الجمعية التعاونية لعصر الزيتون في بلدة بيت جالا,A classification and licensing application form for the Soap Factory affiliated with the Cooperative Society for Olive Pressing in Beit Jala,,"The Cooperative Society for Olive Pressing in Beit Jala, ""Correspondence, Reports, Papers, and Documents"", collection, 7 August 2018, the Palestinian Museum Digital Archive.; The Cooperative Society for Olive Pressing in Beit Jala, ""Minutes 1981 - 2017"", society collection, 7 August 2018, the Palestinian Museum Digital Archive.; الجمعية التعاونية لعصر الزيتون في بيت جالا، ""محاضر اجتماعات من السنوات 1981 - 2017، مجموعة الجمعية، 7 آب 2018، أرشيف المتحف الفلسطيني الرقمي.",,,text,1953,1953,,,,Text,image/jpeg,6783,4357,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/6/88021_ca_object_representations_media_43671_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/6/53751_ca_object_representations_media_43671_original.jpg,https://palarchive.org/index.php/Detail/objects/75217/lang/en_US,The Palestinian Museum ,info@palarchive.org,,acceptable; 226,,The Cooperative Society for Olive Pressing in Beit Jala Collection | Cooperative Society for Olive Pressing-Beit Jala Sub-collection 1: Documents,5 December 2018 at 10:19:10,9 March 2021 at 12:03:46,,,,,Text,
ark:/13030/m56j1zs1,ark:/21198/z1rg1dpv,,Work,74.0,0074.01.0154|~|75218|~|49169_ca_object_representations_media_43673_original.jpg,The Cooperative Society for Olive Pressing in Beit Jala Collection,Cooperative Society for Olive Pressing-Beit Jala Sub-collection 1: Documents,مطالبة مالية قدمتها شركة مصنع التنك للمساهمة المحدود إلى الجمعية التعاونية لعصر الزيتون في بلدة بيت جالا,A financial claim submitted by the Tin Co. Ltd. to the Cooperative Society for Olive Pressing in Beit Jala,,"The Cooperative Society for Olive Pressing in Beit Jala, ""Correspondence, Reports, Papers, and Documents"", collection, 7 August 2018, the Palestinian Museum Digital Archive.; The Cooperative Society for Olive Pressing in Beit Jala, ""Minutes 1981 - 2017"", society collection, 7 August 2018, the Palestinian Museum Digital Archive.; الجمعية التعاونية لعصر الزيتون في بيت جالا، ""محاضر اجتماعات من السنوات 1981 - 2017، مجموعة الجمعية، 7 آب 2018، أرشيف المتحف الفلسطيني الرقمي.",,,text,29 October 1987,1987-10-29,,,,Text,image/jpeg,5815,4468,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/6/48783_ca_object_representations_media_43673_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/6/49169_ca_object_representations_media_43673_original.jpg,https://palarchive.org/index.php/Detail/objects/75218/lang/en_US,The Palestinian Museum ,info@palarchive.org,,acceptable; 226,,The Cooperative Society for Olive Pressing in Beit Jala Collection | Cooperative Society for Olive Pressing-Beit Jala Sub-collection 1: Documents,5 December 2018 at 10:19:10,9 March 2021 at 12:03:46,,,,,Text,
ark:/13030/m5hj41cd,ark:/21198/z1rg1dpv,,Work,74.0,0074.01.0155|~|75219|~|20960_ca_object_representations_media_43680_original.jpg,The Cooperative Society for Olive Pressing in Beit Jala Collection,Cooperative Society for Olive Pressing-Beit Jala Sub-collection 1: Documents,The installation cost of a cable from the Soap Factory to the oil-water separator; owned by the Cooperative Society for Olive Pressing in Beit Jala,The installation cost of a cable from the Soap Factory to the oil-water separator; owned by the Cooperative Society for Olive Pressing in Beit Jala,,"The Cooperative Society for Olive Pressing in Beit Jala, ""Correspondence, Reports, Papers, and Documents"", collection, 7 August 2018, the Palestinian Museum Digital Archive.; The Cooperative Society for Olive Pressing in Beit Jala, ""Minutes 1981 - 2017"", society collection, 7 August 2018, the Palestinian Museum Digital Archive.; الجمعية التعاونية لعصر الزيتون في بيت جالا، ""محاضر اجتماعات من السنوات 1981 - 2017، مجموعة الجمعية، 7 آب 2018، أرشيف المتحف الفلسطيني الرقمي.",,,text,2 December 1987,1987-12-02,,,,Text,image/jpeg,6925,4383,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/6/20028_ca_object_representations_media_43680_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/6/20960_ca_object_representations_media_43680_original.jpg,https://palarchive.org/index.php/Detail/objects/75219/lang/en_US,The Palestinian Museum ,info@palarchive.org,,acceptable; 226,,The Cooperative Society for Olive Pressing in Beit Jala Collection | Cooperative Society for Olive Pressing-Beit Jala Sub-collection 1: Documents,5 December 2018 at 10:19:10,21 November 2020 at 10:57:46,,,,,Text,
ark:/13030/m5104jkf,ark:/21198/z1rg1dpv,,Work,74.0,0074.01.0156|~|75220|~|34952_ca_object_representations_media_43681_original.jpg,The Cooperative Society for Olive Pressing in Beit Jala Collection,Cooperative Society for Olive Pressing-Beit Jala Sub-collection 1: Documents,ساعات العمل لأحد العاملين في أحد مرافق الجمعية التعاونية لعصر الزيتون في بلدة بيت جالا,"Working hours of one of the workers at; one of the facilities of, the Cooperative Society for Olive Pressing in Beit Jala",,"The Cooperative Society for Olive Pressing in Beit Jala, ""Correspondence, Reports, Papers, and Documents"", collection, 7 August 2018, the Palestinian Museum Digital Archive.; The Cooperative Society for Olive Pressing in Beit Jala, ""Minutes 1981 - 2017"", society collection, 7 August 2018, the Palestinian Museum Digital Archive.; الجمعية التعاونية لعصر الزيتون في بيت جالا، ""محاضر اجتماعات من السنوات 1981 - 2017، مجموعة الجمعية، 7 آب 2018، أرشيف المتحف الفلسطيني الرقمي.",,,text,October 1987 to November 1987,1987/1987,,,,Text,image/jpeg,4399,6883,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/6/4581_ca_object_representations_media_43681_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/6/34952_ca_object_representations_media_43681_original.jpg,https://palarchive.org/index.php/Detail/objects/75220/lang/en_US,The Palestinian Museum ,info@palarchive.org,,acceptable; 226,,The Cooperative Society for Olive Pressing in Beit Jala Collection | Cooperative Society for Olive Pressing-Beit Jala Sub-collection 1: Documents,5 December 2018 at 10:19:10,9 March 2021 at 12:03:45,,,,,Text,
ark:/13030/m5w74223,ark:/21198/z1rg1dpv,,Work,74.0,0074.01.0157|~|75221|~|3735_ca_object_representations_media_43683_original.jpg,The Cooperative Society for Olive Pressing in Beit Jala Collection,Cooperative Society for Olive Pressing-Beit Jala Sub-collection 1: Documents,طلب دعم قدمته مؤسسة البيت المبارك للأطفال المعاقين في رام الله من الجمعية التعاونية لعصر الزيتون في بلدة بيت جالا,"A funding request; from Al-Bayt Al-Mubarak Foundation for Disabled Children in Ramallah, to the Cooperative Society for Olive Pressing in Beit Jala",,"The Cooperative Society for Olive Pressing in Beit Jala, ""Correspondence, Reports, Papers, and Documents"", collection, 7 August 2018, the Palestinian Museum Digital Archive.; The Cooperative Society for Olive Pressing in Beit Jala, ""Minutes 1981 - 2017"", society collection, 7 August 2018, the Palestinian Museum Digital Archive.; الجمعية التعاونية لعصر الزيتون في بيت جالا، ""محاضر اجتماعات من السنوات 1981 - 2017، مجموعة الجمعية، 7 آب 2018، أرشيف المتحف الفلسطيني الرقمي.",,,text,16 December 1987,1987-12-16,,,,Text,image/jpeg,6884,4395,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/6/51481_ca_object_representations_media_43683_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/6/3735_ca_object_representations_media_43683_original.jpg,https://palarchive.org/index.php/Detail/objects/75221/lang/en_US,The Palestinian Museum ,info@palarchive.org,,acceptable; 226,,The Cooperative Society for Olive Pressing in Beit Jala Collection | Cooperative Society for Olive Pressing-Beit Jala Sub-collection 1: Documents,5 December 2018 at 10:19:11,9 March 2021 at 12:03:45,,,,,Text,
ark:/13030/m50k9qxf,ark:/21198/z1rg1dpv,,Work,74.0,0074.01.0158|~|75222|~|94173_ca_object_representations_media_43684_original.jpg,The Cooperative Society for Olive Pressing in Beit Jala Collection,Cooperative Society for Olive Pressing-Beit Jala Sub-collection 1: Documents,"رسالة حول ""شروط ترخيص معاصر الزيتون في الضفة الغربية"" أرسلتها الإدارة المدنية للاحتلال الإسرائيلية","A letter on the ""Conditions of Licensing Olive Presses in the West Bank"" sent by the Civil Administration of the Israeli Occupation",,"The Cooperative Society for Olive Pressing in Beit Jala, ""Correspondence, Reports, Papers, and Documents"", collection, 7 August 2018, the Palestinian Museum Digital Archive.; The Cooperative Society for Olive Pressing in Beit Jala, ""Minutes 1981 - 2017"", society collection, 7 August 2018, the Palestinian Museum Digital Archive.; الجمعية التعاونية لعصر الزيتون في بيت جالا، ""محاضر اجتماعات من السنوات 1981 - 2017، مجموعة الجمعية، 7 آب 2018، أرشيف المتحف الفلسطيني الرقمي.",,,text,1980s,1980/1989,,,,Text,image/jpeg,6935,4477,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/6/57519_ca_object_representations_media_43684_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/6/94173_ca_object_representations_media_43684_original.jpg,https://palarchive.org/index.php/Detail/objects/75222/lang/en_US,The Palestinian Museum ,info@palarchive.org,,acceptable; 226,,The Cooperative Society for Olive Pressing in Beit Jala Collection | Cooperative Society for Olive Pressing-Beit Jala Sub-collection 1: Documents,5 December 2018 at 10:19:11,9 March 2021 at 12:03:44,,,,,Text,
ark:/13030/m5z10qht,ark:/21198/z1rg1dpv,,Work,74.0,0074.01.0159|~|75223|~|8163_ca_object_representations_media_43685_original.jpg,The Cooperative Society for Olive Pressing in Beit Jala Collection,Cooperative Society for Olive Pressing-Beit Jala Sub-collection 1: Documents,قائمة بالضريبة الإضافية المفروضة على الجمعية التعاونية لعصر الزيتون في بلدة بيت جالا سنة 1987 لبضعة شهور,A list of the taxation surcharges of a few months imposed on the Cooperative Society for Olive Pressing in Beit Jala in 1987,,"The Cooperative Society for Olive Pressing in Beit Jala, ""Correspondence, Reports, Papers, and Documents"", collection, 7 August 2018, the Palestinian Museum Digital Archive.; The Cooperative Society for Olive Pressing in Beit Jala, ""Minutes 1981 - 2017"", society collection, 7 August 2018, the Palestinian Museum Digital Archive.; الجمعية التعاونية لعصر الزيتون في بيت جالا، ""محاضر اجتماعات من السنوات 1981 - 2017، مجموعة الجمعية، 7 آب 2018، أرشيف المتحف الفلسطيني الرقمي.",,,text,1987,1987,,,,Text,image/jpeg,6319,4397,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/6/79866_ca_object_representations_media_43685_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/6/8163_ca_object_representations_media_43685_original.jpg,https://palarchive.org/index.php/Detail/objects/75223/lang/en_US,The Palestinian Museum ,info@palarchive.org,,acceptable; 226,,The Cooperative Society for Olive Pressing in Beit Jala Collection | Cooperative Society for Olive Pressing-Beit Jala Sub-collection 1: Documents,5 December 2018 at 10:19:11,9 March 2021 at 12:03:44,,,,,Text,
