Item ARK,Parent ARK,File Name,Object Type,coll id,AltIdentifier.local,Collection,Series,Title,AltTitle.other,Description.note,References,Genre,Language,Type.typeOfResource,Date.created,Date.normalized,Note,Subject.coordinates,Subject topic,Inscription,media.format,media.height,media.width,Thumbnail,IIIF Access URL,External item record,Repository,Rights.servicesContact,Acquisition method,Physical status,Violent Content,Series & Collection,Creation date/time,Last modification date/time,Description (Eng),Description (Ara),Genre (old),Inscription (old),Inscription 2 (old),Alt Title
ark:/21198/z1ht87wd,,,Collection,,,,,The George al-A'ma Collection,,,,,,,,,,,,,,,,,,,The Palestinian Museum Digital Archive,info@palarchive.org,,,,,,,,,,,,
ark:/13030/m5cg7900,ark:/21198/z1ht87wd,,Work,99.0,0099.04.0533|~|123688|~|97812_ca_object_representations_media_108980_original.jpg,The George al-A'ma Collection,George al-A'ma Sub-collection 4: Samaan Sahar,بطاقة بريدية صدرت عن استديو سمعان السحار,A Postcard Issued by Saman Sahar Photo Studio,"Issued by Saman Sahar Photo Studio, this postcard features a social event. |~|بطاقة بريدية تظهر فيها لقطة من إحدى المناسبات الاجتماعية، صدرت عن ستوديو سمعان السحار",,,,still image,after 1948,1948,,"[31.7053821,35.2024425]",Social History,,image/jpeg,4912,6780,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/8/9/29749_ca_object_representations_media_108980_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/8/9/97812_ca_object_representations_media_108980_original.jpg,https://palarchive.org/index.php/Detail/objects/123688/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The George al-A'ma Collection | George al-A'ma Sub-collection 4: Samaan Sahar,19 May 2019 at 11:22:07,9 March 2021 at 11:27:05,"Issued by Saman Sahar Photo Studio, this postcard features a social event.",بطاقة بريدية تظهر فيها لقطة من إحدى المناسبات الاجتماعية، صدرت عن ستوديو سمعان السحار,,,,
ark:/13030/m5230dpz,ark:/21198/z1ht87wd,,Work,99.0,0099.04.0534|~|123689|~|65855_ca_object_representations_media_108982_original.jpg,The George al-A'ma Collection,George al-A'ma Sub-collection 4: Samaan Sahar,بطاقة بريدية صدرت عن استديو سمعان السحار,A Postcard Issued by Saman Sahar Photo Studio,"Issued by Saman Sahar Photo Studio, this postcard features a Christian ritual at a church in Palestine. |~|بطاقة بريدية يظهر فيها طقس ديني مسيحي في إحدى الكنائس في فلسطين، صدرت عن ستوديو سمعان السحار",,black-and-white photographs,,still image,after 1948,1948,,"[31.7053821,35.2024425]",,,image/jpeg,4397,6780,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/8/9/4202_ca_object_representations_media_108982_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/8/9/65855_ca_object_representations_media_108982_original.jpg,https://palarchive.org/index.php/Detail/objects/123689/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The George al-A'ma Collection | George al-A'ma Sub-collection 4: Samaan Sahar,19 May 2019 at 11:22:08,9 March 2021 at 11:27:05,"Issued by Saman Sahar Photo Studio, this postcard features a Christian ritual at a church in Palestine.",بطاقة بريدية يظهر فيها طقس ديني مسيحي في إحدى الكنائس في فلسطين، صدرت عن ستوديو سمعان السحار,black-and-white photographs,,,
ark:/13030/m5dc5mr3,ark:/21198/z1ht87wd,,Work,99.0,0099.04.0535|~|123690|~|11363_ca_object_representations_media_108984_original.jpg,The George al-A'ma Collection,George al-A'ma Sub-collection 4: Samaan Sahar,بطاقة بريدية صدرت عن استديو سمعان السحار,A Postcard Issued by Saman Sahar Photo Studio,"Issued by Saman Sahar Photo Studio, this postcard features a theatrical performance. |~|بطاقة بريدية يظهر فيها عرض مسرحي، صدرت عن ستوديو سمعان السحار",,black-and-white photographs,,still image,after 1948,1948,,"[31.7053821,35.2024425]",,,image/jpeg,4912,6780,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/8/9/4480_ca_object_representations_media_108984_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/8/9/11363_ca_object_representations_media_108984_original.jpg,https://palarchive.org/index.php/Detail/objects/123690/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The George al-A'ma Collection | George al-A'ma Sub-collection 4: Samaan Sahar,19 May 2019 at 11:22:08,9 March 2021 at 11:27:05,"Issued by Saman Sahar Photo Studio, this postcard features a theatrical performance.",بطاقة بريدية يظهر فيها عرض مسرحي، صدرت عن ستوديو سمعان السحار,black-and-white photographs,,,
ark:/13030/m5mt1cp4,ark:/21198/z1ht87wd,,Work,99.0,0099.04.0536|~|123691|~|79639_ca_object_representations_media_108986_original.jpg,The George al-A'ma Collection,George al-A'ma Sub-collection 4: Samaan Sahar,بطاقة بريدية صدرت عن استديو سمعان السحار,A Postcard Issued by Saman Sahar Photo Studio,"Issued by Saman Sahar Photo Studio, this postcard features a group photograph. |~|بطاقة بريدية يظهر فيها صورة جماعية لمجموعة من الأشخاص، صدرت عن ستوديو سمعان السحار",,,,still image,1950 to 1980,1950/1980,,"[31.7053821,35.2024425]",,,image/jpeg,4912,6780,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/8/9/92598_ca_object_representations_media_108986_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/8/9/79639_ca_object_representations_media_108986_original.jpg,https://palarchive.org/index.php/Detail/objects/123691/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The George al-A'ma Collection | George al-A'ma Sub-collection 4: Samaan Sahar,19 May 2019 at 11:22:08,9 March 2021 at 11:27:05,"Issued by Saman Sahar Photo Studio, this postcard features a group photograph.",بطاقة بريدية يظهر فيها صورة جماعية لمجموعة من الأشخاص، صدرت عن ستوديو سمعان السحار,,,,
ark:/13030/m58m4w0b,ark:/21198/z1ht87wd,,Work,99.0,0099.04.0537|~|123692|~|40335_ca_object_representations_media_108988_original.jpg,The George al-A'ma Collection,George al-A'ma Sub-collection 4: Samaan Sahar,بطاقة بريدية صدرت عن استديو سمعان السحار,A Postcard Issued by Saman Sahar Photo Studio,"Issued by Saman Sahar Photo Studio, this postcard features a Christian ritual at a church in Palestine. |~|بطاقة بريدية يظهر فيها طقس ديني مسيحي في إحدى الكنائس في فلسطين، صدرت عن ستوديو سمعان السحار",,black-and-white photographs,,still image,after 1948,1948,,"[31.7053821,35.2024425]",,,image/jpeg,4912,6780,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/8/9/49660_ca_object_representations_media_108988_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/8/9/40335_ca_object_representations_media_108988_original.jpg,https://palarchive.org/index.php/Detail/objects/123692/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The George al-A'ma Collection | George al-A'ma Sub-collection 4: Samaan Sahar,19 May 2019 at 11:22:08,9 March 2021 at 11:27:05,"Issued by Saman Sahar Photo Studio, this postcard features a Christian ritual at a church in Palestine.",بطاقة بريدية يظهر فيها طقس ديني مسيحي في إحدى الكنائس في فلسطين، صدرت عن ستوديو سمعان السحار,black-and-white photographs,,,
ark:/13030/m5vj37q3,ark:/21198/z1ht87wd,,Work,99.0,0099.04.0538|~|123693|~|6212_ca_object_representations_media_108990_original.jpg,The George al-A'ma Collection,George al-A'ma Sub-collection 4: Samaan Sahar,بطاقة بريدية صدرت عن استديو سمعان السحار,A Postcard Issued by Saman Sahar Photo Studio,,,black-and-white photographs,,still image,,,,"[31.7053821,35.2024425]",,,image/jpeg,4912,6780,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/8/9/69174_ca_object_representations_media_108990_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/8/9/6212_ca_object_representations_media_108990_original.jpg,https://palarchive.org/index.php/Detail/objects/123693/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The George al-A'ma Collection | George al-A'ma Sub-collection 4: Samaan Sahar,19 May 2019 at 11:22:08,9 March 2021 at 11:27:05,,,black-and-white photographs,,,بطاقة بريدية صدرت عن ستوديو سمعان السحار، لم يتوفر معلومات حولها | بطاقة بريدية صدرت عن ستوديو سمعان السحار، لم يتوفر معلومات حولها
ark:/13030/m57h94hh,ark:/21198/z1ht87wd,,Work,99.0,0099.04.0539|~|123694|~|6099_ca_object_representations_media_108992_original.jpg,The George al-A'ma Collection,George al-A'ma Sub-collection 4: Samaan Sahar,بطاقة بريدية صدرت عن استديو سمعان السحار,A Postcard Issued by Saman Sahar Photo Studio,"Issued by Saman Sahar Photo Studio, this postcard features a group photograph. |~|بطاقة بريدية يظهر فيها صورة جماعية لمجموعة من الأشخاص، صدرت عن ستوديو سمعان السحار",,,,still image,1950 to 1980,1950/1980,,"[31.7053821,35.2024425]",,,image/jpeg,4912,6780,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/8/9/62996_ca_object_representations_media_108992_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/8/9/6099_ca_object_representations_media_108992_original.jpg,https://palarchive.org/index.php/Detail/objects/123694/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The George al-A'ma Collection | George al-A'ma Sub-collection 4: Samaan Sahar,19 May 2019 at 11:22:08,9 March 2021 at 11:27:05,"Issued by Saman Sahar Photo Studio, this postcard features a group photograph.",بطاقة بريدية يظهر فيها صورة جماعية لمجموعة من الأشخاص، صدرت عن ستوديو سمعان السحار,,,,
ark:/13030/m5g810j1,ark:/21198/z1ht87wd,,Work,99.0,0099.04.0540|~|123695|~|54786_ca_object_representations_media_108994_original.jpg,The George al-A'ma Collection,George al-A'ma Sub-collection 4: Samaan Sahar,بطاقة بريدية صدرت عن استديو سمعان السحار,A Postcard Issued by Saman Sahar Photo Studio,"Issued by Saman Sahar Photo Studio, this postcard features a social event. |~|بطاقة بريدية تظهر فيها لقطة من إحدى المناسبات الاجتماعية، صدرت عن ستوديو سمعان السحار.",,,,still image,after 1948,1948,,"[31.7053821,35.2024425]",Social History,,image/jpeg,4912,6780,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/8/9/88454_ca_object_representations_media_108994_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/8/9/54786_ca_object_representations_media_108994_original.jpg,https://palarchive.org/index.php/Detail/objects/123695/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The George al-A'ma Collection | George al-A'ma Sub-collection 4: Samaan Sahar,19 May 2019 at 11:22:08,9 March 2021 at 11:27:05,"Issued by Saman Sahar Photo Studio, this postcard features a social event.",بطاقة بريدية تظهر فيها لقطة من إحدى المناسبات الاجتماعية، صدرت عن ستوديو سمعان السحار.,,,,
ark:/13030/m51622xf,ark:/21198/z1ht87wd,,Work,99.0,0099.04.0541|~|123696|~|30638_ca_object_representations_media_108996_original.jpg,The George al-A'ma Collection,George al-A'ma Sub-collection 4: Samaan Sahar,بطاقة بريدية صدرت عن استديو سمعان السحار,A Postcard Issued by Saman Sahar Photo Studio,"Issued by Saman Sahar Photo Studio, this postcard features a theatrical performance. |~|بطاقة بريدية يظهر فيها عرض مسرحي، صدرت عن ستوديو سمعان السحار",,black-and-white photographs,,still image,after 1948,1948,,"[31.7053821,35.2024425]",,,image/jpeg,4912,6780,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/8/9/14708_ca_object_representations_media_108996_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/8/9/30638_ca_object_representations_media_108996_original.jpg,https://palarchive.org/index.php/Detail/objects/123696/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The George al-A'ma Collection | George al-A'ma Sub-collection 4: Samaan Sahar,19 May 2019 at 11:22:08,9 March 2021 at 11:27:05,"Issued by Saman Sahar Photo Studio, this postcard features a theatrical performance.",بطاقة بريدية يظهر فيها عرض مسرحي، صدرت عن ستوديو سمعان السحار,black-and-white photographs,,,
ark:/13030/m50651xv,ark:/21198/z1ht87wd,,Work,99.0,0099.04.0542|~|123697|~|7200_ca_object_representations_media_108998_original.jpg,The George al-A'ma Collection,George al-A'ma Sub-collection 4: Samaan Sahar,بطاقة بريدية صدرت عن استديو سمعان السحار,A Postcard Issued by Saman Sahar Photo Studio,"Issued by Saman Sahar Photo Studio, this postcard features a theatrical performance. |~|بطاقة بريدية يظهر فيها عرض مسرحي، صدرت عن ستوديو سمعان السحار",,black-and-white photographs,,still image,after 1948,1948,,"[31.7053821,35.2024425]",,,image/jpeg,4912,6780,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/8/9/3993_ca_object_representations_media_108998_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/8/9/7200_ca_object_representations_media_108998_original.jpg,https://palarchive.org/index.php/Detail/objects/123697/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The George al-A'ma Collection | George al-A'ma Sub-collection 4: Samaan Sahar,19 May 2019 at 11:22:08,9 March 2021 at 11:27:05,"Issued by Saman Sahar Photo Studio, this postcard features a theatrical performance.",بطاقة بريدية يظهر فيها عرض مسرحي، صدرت عن ستوديو سمعان السحار,black-and-white photographs,,,
ark:/13030/m5qk536k,ark:/21198/z1ht87wd,,Work,99.0,0099.04.0543|~|123698|~|88416_ca_object_representations_media_109000_original.jpg,The George al-A'ma Collection,George al-A'ma Sub-collection 4: Samaan Sahar,بطاقة بريدية صدرت عن استديو سمعان السحار,A Postcard Issued by Saman Sahar Photo Studio,"Issued by Saman Sahar Photo Studio, this postcard features a Christian ritual at a church in Palestine. |~|بطاقة بريدية يظهر فيها طقس ديني مسيحي في إحدى الكنائس في فلسطين، صدرت عن ستوديو سمعان السحار",,black-and-white photographs,,still image,after 1948,1948,,"[31.7053821,35.2024425]",,,image/jpeg,4912,6780,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/9/0/52591_ca_object_representations_media_109000_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/9/0/88416_ca_object_representations_media_109000_original.jpg,https://palarchive.org/index.php/Detail/objects/123698/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The George al-A'ma Collection | George al-A'ma Sub-collection 4: Samaan Sahar,19 May 2019 at 11:22:08,9 March 2021 at 11:27:05,"Issued by Saman Sahar Photo Studio, this postcard features a Christian ritual at a church in Palestine.",بطاقة بريدية يظهر فيها طقس ديني مسيحي في إحدى الكنائس في فلسطين، صدرت عن ستوديو سمعان السحار,black-and-white photographs,,,
ark:/13030/m53z5smf,ark:/21198/z1ht87wd,,Work,99.0,0099.04.0544|~|123699|~|3095_ca_object_representations_media_109002_original.jpg,The George al-A'ma Collection,George al-A'ma Sub-collection 4: Samaan Sahar,بطاقة بريدية صدرت عن استديو سمعان السحار,A Postcard Issued by Saman Sahar Photo Studio,"Issued by Saman Sahar Photo Studio, this postcard features a parade during a Christian celebration. |~|بطاقة بريدية تظهر فيها مسيرة بمناسبة دينية مسيحية، صدرت عن ستوديو سمعان السحار",,black-and-white photographs,,still image,after 1948,1948,,"[31.7053821,35.2024425]",,,image/jpeg,4912,6780,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/9/0/38709_ca_object_representations_media_109002_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/9/0/3095_ca_object_representations_media_109002_original.jpg,https://palarchive.org/index.php/Detail/objects/123699/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,medium; 225,,The George al-A'ma Collection | George al-A'ma Sub-collection 4: Samaan Sahar,19 May 2019 at 11:22:08,9 March 2021 at 11:27:05,"Issued by Saman Sahar Photo Studio, this postcard features a parade during a Christian celebration.",بطاقة بريدية تظهر فيها مسيرة بمناسبة دينية مسيحية، صدرت عن ستوديو سمعان السحار,black-and-white photographs,,,
ark:/13030/m56q9h4w,ark:/21198/z1ht87wd,,Work,99.0,0099.04.0545|~|123700|~|48705_ca_object_representations_media_109004_original.jpg,The George al-A'ma Collection,George al-A'ma Sub-collection 4: Samaan Sahar,بطاقة بريدية صدرت عن استديو سمعان السحار,A Postcard Issued by Saman Sahar Photo Studio,"Issued by Saman Sahar Photo Studio, this postcard features an official celebration. |~|بطاقة بريدية تظهر فيها مناسبة رسمية في مدينة بيت لحم، صدرت عن ستوديو سمعان السحار",,black-and-white photographs,,still image,after 1948,1948,,"[31.7053821,35.2024425]",Social History,,image/jpeg,6780,4912,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/9/0/73214_ca_object_representations_media_109004_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/9/0/48705_ca_object_representations_media_109004_original.jpg,https://palarchive.org/index.php/Detail/objects/123700/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The George al-A'ma Collection | George al-A'ma Sub-collection 4: Samaan Sahar,19 May 2019 at 11:22:08,9 March 2021 at 11:27:05,"Issued by Saman Sahar Photo Studio, this postcard features an official celebration.",بطاقة بريدية تظهر فيها مناسبة رسمية في مدينة بيت لحم، صدرت عن ستوديو سمعان السحار,black-and-white photographs,,,
ark:/13030/m5kt4bgv,ark:/21198/z1ht87wd,,Work,99.0,0099.04.0546|~|123701|~|27930_ca_object_representations_media_109006_original.jpg,The George al-A'ma Collection,George al-A'ma Sub-collection 4: Samaan Sahar,بطاقة بريدية صدرت عن استديو سمعان السحار,A Postcard Issued by Saman Sahar Photo Studio,"Issued by Saman Sahar Photo Studio, this postcard features a parade during a Christian celebration. |~|بطاقة بريدية تظهر فيها مسيرة بمناسبة دينية مسيحية، صدرت عن ستوديو سمعان السحار",,black-and-white photographs,,still image,after 1948,1948,,"[31.7053821,35.2024425]",,,image/jpeg,4912,6780,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/9/0/1749_ca_object_representations_media_109006_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/9/0/27930_ca_object_representations_media_109006_original.jpg,https://palarchive.org/index.php/Detail/objects/123701/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,medium; 225,,The George al-A'ma Collection | George al-A'ma Sub-collection 4: Samaan Sahar,19 May 2019 at 11:22:08,9 March 2021 at 11:27:05,"Issued by Saman Sahar Photo Studio, this postcard features a parade during a Christian celebration.",بطاقة بريدية تظهر فيها مسيرة بمناسبة دينية مسيحية، صدرت عن ستوديو سمعان السحار,black-and-white photographs,,,
ark:/13030/m5tj66m5,ark:/21198/z1ht87wd,,Work,99.0,0099.04.0547|~|123702|~|22023_ca_object_representations_media_109008_original.jpg,The George al-A'ma Collection,George al-A'ma Sub-collection 4: Samaan Sahar,بطاقة بريدية صدرت عن استديو سمعان السحار,A Postcard Issued by Saman Sahar Photo Studio,"Issued by Saman Sahar Photo Studio, this postcard features a group photograph. |~|بطاقة بريدية يظهر فيها صورة جماعية لمجموعة من الأشخاص، صدرت عن ستوديو سمعان السحار",,,,still image,1950 to 1980,1950/1980,,"[31.7053821,35.2024425]",,,image/jpeg,4912,6780,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/9/0/81710_ca_object_representations_media_109008_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/9/0/22023_ca_object_representations_media_109008_original.jpg,https://palarchive.org/index.php/Detail/objects/123702/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The George al-A'ma Collection | George al-A'ma Sub-collection 4: Samaan Sahar,19 May 2019 at 11:22:08,9 March 2021 at 11:27:05,"Issued by Saman Sahar Photo Studio, this postcard features a group photograph.",بطاقة بريدية يظهر فيها صورة جماعية لمجموعة من الأشخاص، صدرت عن ستوديو سمعان السحار,,,,
ark:/13030/m5vf4jd4,ark:/21198/z1ht87wd,,Work,99.0,0099.04.0548|~|123703|~|28646_ca_object_representations_media_109010_original.jpg,The George al-A'ma Collection,George al-A'ma Sub-collection 4: Samaan Sahar,بطاقة بريدية صدرت عن استديو سمعان السحار,A Postcard Issued by Saman Sahar Photo Studio,"Issued by Saman Sahar Photo Studio, this postcard features a Christian ritual at a church in Palestine. |~|بطاقة بريدية يظهر فيها طقس ديني مسيحي في إحدى الكنائس في فلسطين، صدرت عن ستوديو سمعان السحار",,black-and-white photographs,,still image,after 1948,1948,,"[31.7053821,35.2024425]",,,image/jpeg,4586,6780,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/9/0/49693_ca_object_representations_media_109010_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/9/0/28646_ca_object_representations_media_109010_original.jpg,https://palarchive.org/index.php/Detail/objects/123703/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The George al-A'ma Collection | George al-A'ma Sub-collection 4: Samaan Sahar,19 May 2019 at 11:22:09,9 March 2021 at 11:27:05,"Issued by Saman Sahar Photo Studio, this postcard features a Christian ritual at a church in Palestine.",بطاقة بريدية يظهر فيها طقس ديني مسيحي في إحدى الكنائس في فلسطين، صدرت عن ستوديو سمعان السحار,black-and-white photographs,,,
ark:/13030/m5z6880g,ark:/21198/z1ht87wd,,Work,99.0,0099.04.0549|~|123704|~|23015_ca_object_representations_media_109012_original.jpg,The George al-A'ma Collection,George al-A'ma Sub-collection 4: Samaan Sahar,بطاقة بريدية صدرت عن استديو سمعان السحار,A Postcard Issued by Saman Sahar Photo Studio,"Issued by Saman Sahar Photo Studio, this postcard features militants during the Jordanian Administration of the West Bank. |~|بطاقة بريدية يظهر فيها عساكرخلال فترة الإدارة الأردنية في فلسطين، صدرت عن ستوديو سمعان السحار",,black-and-white photographs,,still image,after 1948,1948,,"[31.7053821,35.2024425]",Other,,image/jpeg,4586,6780,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/9/0/3237_ca_object_representations_media_109012_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/9/0/23015_ca_object_representations_media_109012_original.jpg,https://palarchive.org/index.php/Detail/objects/123704/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The George al-A'ma Collection | George al-A'ma Sub-collection 4: Samaan Sahar,19 May 2019 at 11:22:09,9 March 2021 at 11:27:05,"Issued by Saman Sahar Photo Studio, this postcard features militants during the Jordanian Administration of the West Bank.",بطاقة بريدية يظهر فيها عساكرخلال فترة الإدارة الأردنية في فلسطين، صدرت عن ستوديو سمعان السحار,black-and-white photographs,,,
ark:/13030/m5tf7h8r,ark:/21198/z1ht87wd,,Work,99.0,0099.04.0550|~|123705|~|42068_ca_object_representations_media_109014_original.jpg,The George al-A'ma Collection,George al-A'ma Sub-collection 4: Samaan Sahar,بطاقة بريدية صدرت عن استديو سمعان السحار,A Postcard Issued by Saman Sahar Photo Studio,"Issued by Saman Sahar Photo Studio, this postcard features a group photograph. |~|بطاقة بريدية يظهر فيها صورة جماعية لمجموعة من الأشخاص، صدرت عن ستوديو سمعان السحار",,,,still image,1950 to 1980,1950/1980,,"[31.7053821,35.2024425]",,,image/jpeg,4586,6780,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/9/0/73689_ca_object_representations_media_109014_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/9/0/42068_ca_object_representations_media_109014_original.jpg,https://palarchive.org/index.php/Detail/objects/123705/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The George al-A'ma Collection | George al-A'ma Sub-collection 4: Samaan Sahar,19 May 2019 at 11:22:09,9 March 2021 at 11:27:05,"Issued by Saman Sahar Photo Studio, this postcard features a group photograph.",بطاقة بريدية يظهر فيها صورة جماعية لمجموعة من الأشخاص، صدرت عن ستوديو سمعان السحار,,,,
ark:/13030/m5g23ksw,ark:/21198/z1ht87wd,,Work,99.0,0099.04.0551|~|123706|~|84807_ca_object_representations_media_109016_original.jpg,The George al-A'ma Collection,George al-A'ma Sub-collection 4: Samaan Sahar,بطاقة بريدية صدرت عن استديو سمعان السحار,A Postcard Issued by Saman Sahar Photo Studio,"Issued by Saman Sahar Photo Studio, this postcard features a parade during a Christian celebration. |~|بطاقة بريدية تظهر فيها مسيرة بمناسبة دينية مسيحية، صدرت عن ستوديو سمعان السحار",,black-and-white photographs,,still image,after 1948,1948,,"[31.7053821,35.2024425]",Social History,,image/jpeg,4586,6780,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/9/0/92827_ca_object_representations_media_109016_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/9/0/84807_ca_object_representations_media_109016_original.jpg,https://palarchive.org/index.php/Detail/objects/123706/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The George al-A'ma Collection | George al-A'ma Sub-collection 4: Samaan Sahar,19 May 2019 at 11:22:09,9 March 2021 at 11:27:05,"Issued by Saman Sahar Photo Studio, this postcard features a parade during a Christian celebration.",بطاقة بريدية تظهر فيها مسيرة بمناسبة دينية مسيحية، صدرت عن ستوديو سمعان السحار,black-and-white photographs,,,
ark:/13030/m59h36qc,ark:/21198/z1ht87wd,,Work,99.0,0099.04.0552|~|123707|~|23731_ca_object_representations_media_109018_original.jpg,The George al-A'ma Collection,George al-A'ma Sub-collection 4: Samaan Sahar,بطاقة بريدية صدرت عن استديو سمعان السحار,A Postcard Issued by Saman Sahar Photo Studio,"Issued by Saman Sahar Photo Studio, this postcard features a parade during a Christian celebration. |~|بطاقة بريدية تظهر فيها مسيرة بمناسبة دينية مسيحية، صدرت عن ستوديو سمعان السحار",,black-and-white photographs,,still image,after 1948,1948,,"[31.7053821,35.2024425]",,,image/jpeg,4586,6780,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/9/0/75337_ca_object_representations_media_109018_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/9/0/23731_ca_object_representations_media_109018_original.jpg,https://palarchive.org/index.php/Detail/objects/123707/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,medium; 225,,The George al-A'ma Collection | George al-A'ma Sub-collection 4: Samaan Sahar,19 May 2019 at 11:22:09,9 March 2021 at 11:27:05,"Issued by Saman Sahar Photo Studio, this postcard features a parade during a Christian celebration.",بطاقة بريدية تظهر فيها مسيرة بمناسبة دينية مسيحية، صدرت عن ستوديو سمعان السحار,black-and-white photographs,,,
