Unnamed: 0,Item ARK,Parent ARK,File Name,Object Type,coll id,AltIdentifier.local,Collection,Series,Title,AltTitle.other,Description.note,References,Genre,Language,Type.typeOfResource,Date.created,Date.normalized,Note,Subject.coordinates,Subject topic,Inscription,media.format,media.height,media.width,Thumbnail,IIIF Access URL,External item record,Repository,Rights.servicesContact,Acquisition method,Physical status,Violent Content,Series & Collection,Creation date/time,Last modification date/time,Description (Eng),Description (Ara),Genre (old),Inscription (old),Inscription 2 (old),Alt Title
413,ark:/13030/m5z6855g,ark:/21198/z1kq3mqd,,Work,83.0,0083.02.0131|~|86308|~|7784_ca_object_representations_media_87172_original.jpg,The Layla Tarazi Collection,Layla Tarazi Sub-collection 2: Documents,رسالة من الدائرة التعليمية التابعة لوكالة إغاثة وتشغيل اللاجئين الفلسطينيين بخصوص منحة تدريبية من اليونسكو,A letter from the Education Department of the United Nations Relief and Works Agency for Palestinian Refugees (UNRWA) regarding a UNESCO training scholarship,A letter from the Education Department of the United Nations Relief and Works Agency for Palestinian Refugees (UNRWA) regarding a UNESCO training scholarship; the letter shows that Laila Terzi was accepted for the scholarship|~|رسالة من الدائرة التعليمية التابعة لوكالة إغاثة وتشغيل اللاجئين الفلسطينيين بخصوص منحة تدريبية من اليونسكو، تتضمن الرسالة قبول ليلى ترزي للمنحة.,"Suhair Tarazi (Relative of the collection owner Layla Tarazi), interview with PMDA researcher Lama Ghosheh, October 2018, non-transcript, the Palestiniain Museum Digital Archive.",,eng,text,31 March 1971; Date created,1971-03-31,,"[31.768319,35.21371]",,,image/jpeg,5910,4628,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/7/1/91222_ca_object_representations_media_87172_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/7/1/7784_ca_object_representations_media_87172_original.jpg,https://palarchive.org/index.php/Detail/objects/86308/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,medium; 225,,Layla Tarazi Sub-collection 2: Documents | The Layla Tarazi Collection,20 January 2019 at 14:05:45,9 March 2021 at 11:47:03,A letter from the Education Department of the United Nations Relief and Works Agency for Palestinian Refugees (UNRWA) regarding a UNESCO training scholarship; the letter shows that Laila Terzi was accepted for the scholarship,رسالة من الدائرة التعليمية التابعة لوكالة إغاثة وتشغيل اللاجئين الفلسطينيين بخصوص منحة تدريبية من اليونسكو، تتضمن الرسالة قبول ليلى ترزي للمنحة.,,,,
414,ark:/13030/m5k14mdb,ark:/21198/z1kq3mqd,,Work,83.0,0083.02.0132|~|86309|~|40464_ca_object_representations_media_87173_original.jpg,The Layla Tarazi Collection,Layla Tarazi Sub-collection 2: Documents,تعميم داخلي صادر عن وكالة الأمم المتحدة لإغاثة وتشغيل اللاجئين الفلسطينيين بخصوص إشعار الفصل للموظفين,An internal circular issued by the United Nations Relief and Works Agency for Palestinian Refugees regarding the dismissal notices,An internal circular issued by the United Nations Relief and Works Agency for Palestinian Refugees regarding the dismissal notices|~|تعميم داخلي صادر عن وكالة الأمم المتحدة لإغاثة وتشغيل اللاجئين الفلسطينيين بخصوص إشعار الفصل للموظفين.,"Suhair Tarazi (Relative of the collection owner Layla Tarazi), interview with PMDA researcher Lama Ghosheh, October 2018, non-transcript, the Palestiniain Museum Digital Archive.",,eng,text,1 July 1970; Date created,1970-07-01,,"[31.768319,35.21371]",,,image/jpeg,5942,4694,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/7/1/44580_ca_object_representations_media_87173_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/7/1/40464_ca_object_representations_media_87173_original.jpg,https://palarchive.org/index.php/Detail/objects/86309/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,medium; 225,,Layla Tarazi Sub-collection 2: Documents | The Layla Tarazi Collection,20 January 2019 at 14:05:45,9 March 2021 at 11:47:03,An internal circular issued by the United Nations Relief and Works Agency for Palestinian Refugees regarding the dismissal notices,تعميم داخلي صادر عن وكالة الأمم المتحدة لإغاثة وتشغيل اللاجئين الفلسطينيين بخصوص إشعار الفصل للموظفين.,,,,
415,ark:/13030/m58h62vb,ark:/21198/z1kq3mqd,,Work,83.0,0083.02.0133|~|86310|~|40727_ca_object_representations_media_87174_original.jpg,The Layla Tarazi Collection,Layla Tarazi Sub-collection 2: Documents,بيان صادر عن بطاركة ورؤساء كنائس القدس,A statement issued by the Patriarchs and Heads of Churches of Jerusalem,,"Suhair Tarazi (Relative of the collection owner Layla Tarazi), interview with PMDA researcher Lama Ghosheh, October 2018, non-transcript, the Palestiniain Museum Digital Archive.",,eng,text,4 May 1992; Date created,1992-05-04,,"[31.768319,35.21371]",,,image/jpeg,6475,4653,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/7/1/98160_ca_object_representations_media_87174_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/7/1/40727_ca_object_representations_media_87174_original.jpg,https://palarchive.org/index.php/Detail/objects/86310/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,medium; 225,,Layla Tarazi Sub-collection 2: Documents | The Layla Tarazi Collection,20 January 2019 at 14:05:45,9 March 2021 at 11:47:03,,,,,,
416,ark:/13030/m56q9dcs,ark:/21198/z1kq3mqd,,Work,83.0,0083.02.0134|~|86311|~|46886_ca_object_representations_media_87175_original.jpg,The Layla Tarazi Collection,Layla Tarazi Sub-collection 2: Documents,"رسالة من لجنة متابعة ضريبة ""الأرنونا"" في القدس إلى رئيس بلدية القدس","A letter from the ""Arnona"" Taxation Committee in Jerusalem to the Mayor of Jerusalem","A letter of complaint from the ""Arnona"" Taxation Committee in Jerusalem to the Mayor of Jerusalem reagarding the high tax rate.|~|رسالة من لجنة متابعة ضريبة ""الأرنونا"" في القدس إلى رئيس بلدية القدس، اعتراضاً على ارتفاعها وكونها عبء على المقدسيين.","Suhair Tarazi (Relative of the collection owner Layla Tarazi), interview with PMDA researcher Lama Ghosheh, October 2018, non-transcript, the Palestiniain Museum Digital Archive.",,eng,text,21 June 1992; Date created,1992-06-21,,"[31.768319,35.21371]",,,image/jpeg,6485,4629,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/7/1/69607_ca_object_representations_media_87175_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/7/1/46886_ca_object_representations_media_87175_original.jpg,https://palarchive.org/index.php/Detail/objects/86311/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,medium; 225,,Layla Tarazi Sub-collection 2: Documents | The Layla Tarazi Collection,20 January 2019 at 14:05:45,9 March 2021 at 11:47:03,"A letter of complaint from the ""Arnona"" Taxation Committee in Jerusalem to the Mayor of Jerusalem reagarding the high tax rate.","رسالة من لجنة متابعة ضريبة ""الأرنونا"" في القدس إلى رئيس بلدية القدس، اعتراضاً على ارتفاعها وكونها عبء على المقدسيين.",,,,
417,ark:/13030/m5f83vq2,ark:/21198/z1kq3mqd,,Work,83.0,0083.02.0135|~|86312|~|52306_ca_object_representations_media_87178_original.jpg,The Layla Tarazi Collection,Layla Tarazi Sub-collection 2: Documents,رسالة من جمعية بائعي التحف الشرقية في القدس إلى ياسر عرفات,A letter from the East Antique Merchants Association in Jerusalem to Yaser ʿarafat,A letter from the East Antique Merchants Association in Jerusalem to Yaser ʿarafat regarding the fallback of the Eastern antique sector during the first intifada and asking him for financial support.|~|رسالة من جمعية بائعي التحف الشرقية في القدس إلى ياسر عرفات، بخصوص تراجع قطاع التحف الشرقية خلال الانتفاضة الأولى والمطالبة بمساعدة مالية.,"Suhair Tarazi (Relative of the collection owner Layla Tarazi), interview with PMDA researcher Lama Ghosheh, October 2018, non-transcript, the Palestiniain Museum Digital Archive.",,ara,text,1988; Date created,1988,,"[31.768319,35.21371]",,,image/jpeg,6485,4653,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/7/1/67212_ca_object_representations_media_87178_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/7/1/52306_ca_object_representations_media_87178_original.jpg,https://palarchive.org/index.php/Detail/objects/86312/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,medium; 225,,Layla Tarazi Sub-collection 2: Documents | The Layla Tarazi Collection,20 January 2019 at 14:05:45,9 March 2021 at 11:47:03,A letter from the East Antique Merchants Association in Jerusalem to Yaser ʿarafat regarding the fallback of the Eastern antique sector during the first intifada and asking him for financial support.,رسالة من جمعية بائعي التحف الشرقية في القدس إلى ياسر عرفات، بخصوص تراجع قطاع التحف الشرقية خلال الانتفاضة الأولى والمطالبة بمساعدة مالية.,,,,
418,ark:/13030/m5pp6nrg,ark:/21198/z1kq3mqd,,Work,83.0,0083.02.0136|~|86313|~|42365_ca_object_representations_media_87180_original.jpg,The Layla Tarazi Collection,Layla Tarazi Sub-collection 2: Documents,رسالة إلى رئيس بلدية الاحتلال في مدينة القدس من أحد سكّان المدنية,A letter to the Head of Israel's Occupation Municipality in Jerusalem from a resident of the city,A letter to the Head of Israel's Occupation Municipality in Jerusalem from a resident of the city regarding the high tax rate of his store|~|رسالة إلى رئيس بلدية الاحتلال في مدينة القدس من أحد سكّان المدنية، بخصوص ارتفاع ضريبة الأرنونا المفروضة على محله التجاري.,"Suhair Tarazi (Relative of the collection owner Layla Tarazi), interview with PMDA researcher Lama Ghosheh, October 2018, non-transcript, the Palestiniain Museum Digital Archive.",,ara,text,14 March 1986; Date created,1986-03-14,,"[31.768319,35.21371]",,,image/jpeg,7196,4609,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/7/1/31210_ca_object_representations_media_87180_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/7/1/42365_ca_object_representations_media_87180_original.jpg,https://palarchive.org/index.php/Detail/objects/86313/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,medium; 225,,Layla Tarazi Sub-collection 2: Documents | The Layla Tarazi Collection,20 January 2019 at 14:05:46,9 March 2021 at 11:47:03,A letter to the Head of Israel's Occupation Municipality in Jerusalem from a resident of the city regarding the high tax rate of his store,رسالة إلى رئيس بلدية الاحتلال في مدينة القدس من أحد سكّان المدنية، بخصوص ارتفاع ضريبة الأرنونا المفروضة على محله التجاري.,,,,
419,ark:/13030/m5rk21kv,ark:/21198/z1kq3mqd,,Work,83.0,0083.02.0137|~|86314|~|68189_ca_object_representations_media_87182_original.jpg,The Layla Tarazi Collection,Layla Tarazi Sub-collection 2: Documents,تبليغ من محكمة الصلح لدعوى بلدية الاحتلال في القدس على أحد سُكّان المدينة,A notice issued by the Magistrates Court regarding the case of Israel's Occupation Municipality in Jerusalem against one of the city's citizens,A notice issued by the Magistrates Court regarding the case of Israel's Occupation Municipality in Jerusalem against one of the city's citizens demanding him to pay a sum of money to the Municipality|~|تبليغ من محكمة الصلح لدعوى بلدية الاحتلال في القدس على أحد سُكّان المدينة، لمطالبته بدفع مبلغ مالي للبلدية.,"Suhair Tarazi (Relative of the collection owner Layla Tarazi), interview with PMDA researcher Lama Ghosheh, October 2018, non-transcript, the Palestiniain Museum Digital Archive.",,heb,text,20 July 1986; Date created,1986-07-20,,"[31.768319,35.21371]",,,image/jpeg,6077,4824,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/7/1/94072_ca_object_representations_media_87182_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/7/1/68189_ca_object_representations_media_87182_original.jpg,https://palarchive.org/index.php/Detail/objects/86314/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,medium; 225,,Layla Tarazi Sub-collection 2: Documents | The Layla Tarazi Collection,20 January 2019 at 14:05:46,9 March 2021 at 11:47:03,A notice issued by the Magistrates Court regarding the case of Israel's Occupation Municipality in Jerusalem against one of the city's citizens demanding him to pay a sum of money to the Municipality,تبليغ من محكمة الصلح لدعوى بلدية الاحتلال في القدس على أحد سُكّان المدينة، لمطالبته بدفع مبلغ مالي للبلدية.,,,,
420,ark:/13030/m5x7143j,ark:/21198/z1kq3mqd,,Work,83.0,0083.02.0138|~|86315|~|32307_ca_object_representations_media_87185_original.jpg,The Layla Tarazi Collection,Layla Tarazi Sub-collection 2: Documents,بطاقة عمل شخصية لليلى ترزي,The business card of Laila Terzi,The business card of Laila Terzi during her work at the United Nations Relief and Works Agency for Palestinian Refugees (UNRWA)|~|بطاقة عمل شخصية لليلى ترزي، أثناء عملها مع وكالة الأمم المتحدة لإغاثة وتشغيل اللاجئين في مدينة القدس.,"Suhair Tarazi (Relative of the collection owner Layla Tarazi), interview with PMDA researcher Lama Ghosheh, October 2018, non-transcript, the Palestiniain Museum Digital Archive.",,heb|~|eng|~|ara,text,1980s; Date created,1980/1989,,"[31.768319,35.21371]",,,image/jpeg,1878,6470,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/7/1/57441_ca_object_representations_media_87185_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/7/1/32307_ca_object_representations_media_87185_original.jpg,https://palarchive.org/index.php/Detail/objects/86315/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,medium; 225,,Layla Tarazi Sub-collection 2: Documents | The Layla Tarazi Collection,20 January 2019 at 14:05:46,9 March 2021 at 11:47:03,The business card of Laila Terzi during her work at the United Nations Relief and Works Agency for Palestinian Refugees (UNRWA),بطاقة عمل شخصية لليلى ترزي، أثناء عملها مع وكالة الأمم المتحدة لإغاثة وتشغيل اللاجئين في مدينة القدس.,,,,
421,ark:/13030/m5j17kbv,ark:/21198/z1kq3mqd,,Work,83.0,0083.02.0139|~|86316|~|52644_ca_object_representations_media_87187_original.jpg,The Layla Tarazi Collection,Layla Tarazi Sub-collection 2: Documents,رسالة من فرح ترزي إلى ياسر عرفات,A letter from one of Terzi family members to Yaser ʿarafat; former Palestinian President,"A letter from one of Terzi family members to Yaser ʿarafat; former Palestinian President, regarding the condition; lack of financial support, of the Christian families in Jerusalem during the first Intifada|~|رسالة من أحد أفراد عائلة ترزي إلى ياسر عرفات، بخصوص وضع العائلات المسيحية في مدينة القدس المُحتلّة خلال الانتفاضة الأولى، وعدم تلقيهم مساعدات مالية.","Suhair Tarazi (Relative of the collection owner Layla Tarazi), interview with PMDA researcher Lama Ghosheh, October 2018, non-transcript, the Palestiniain Museum Digital Archive.",,ara,text,12 June 1989; Date created,1989-06-12,,"[31.768319,35.21371]",,,image/jpeg,6500,4628,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/7/1/14147_ca_object_representations_media_87187_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/7/1/52644_ca_object_representations_media_87187_original.jpg,https://palarchive.org/index.php/Detail/objects/86316/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,medium; 225,,Layla Tarazi Sub-collection 2: Documents | The Layla Tarazi Collection,20 January 2019 at 14:05:46,9 March 2021 at 11:47:03,"A letter from one of Terzi family members to Yaser ʿarafat; former Palestinian President, regarding the condition; lack of financial support, of the Christian families in Jerusalem during the first Intifada",رسالة من أحد أفراد عائلة ترزي إلى ياسر عرفات، بخصوص وضع العائلات المسيحية في مدينة القدس المُحتلّة خلال الانتفاضة الأولى، وعدم تلقيهم مساعدات مالية.,,,,
422,ark:/13030/m5mt18wk,ark:/21198/z1kq3mqd,,Work,83.0,0083.02.0140|~|86317|~|79487_ca_object_representations_media_87191_original.jpg,The Layla Tarazi Collection,Layla Tarazi Sub-collection 2: Documents,رسالة من فرح ترزي إلى رئيس بلدية الاحتلال في مدينة القدس,A letter from Farah Terzi to the Head of Israel's Occupation Municipality in Jerusalem,A letter from Farah Terzi to the Head of Israel's Occupation Municipality in Jerusalem regarding the hight tax rate on the residents of Jerusalem|~|رسالة من فرح ترزي إلى رئيس بلدية الاحتلال في مدينة القدس، بخصوص ضريبة الأرنونا الباهظة المفروضة على سُكّان مدينة القدس.,"Suhair Tarazi (Relative of the collection owner Layla Tarazi), interview with PMDA researcher Lama Ghosheh, October 2018, non-transcript, the Palestiniain Museum Digital Archive.",,ara,text,15 August 1991,1991-08-15,,"[31.768319,35.21371]",,,image/jpeg,6425,4637,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/7/1/52917_ca_object_representations_media_87191_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/7/1/79487_ca_object_representations_media_87191_original.jpg,https://palarchive.org/index.php/Detail/objects/86317/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,medium; 225,,Layla Tarazi Sub-collection 2: Documents | The Layla Tarazi Collection,20 January 2019 at 14:05:46,9 March 2021 at 11:47:02,A letter from Farah Terzi to the Head of Israel's Occupation Municipality in Jerusalem regarding the hight tax rate on the residents of Jerusalem,رسالة من فرح ترزي إلى رئيس بلدية الاحتلال في مدينة القدس، بخصوص ضريبة الأرنونا الباهظة المفروضة على سُكّان مدينة القدس.,,,,
423,ark:/13030/m59h33z8,ark:/21198/z1kq3mqd,,Work,83.0,0083.02.0141|~|86318|~|6837_ca_object_representations_media_87195_original.jpg,The Layla Tarazi Collection,Layla Tarazi Sub-collection 2: Documents,شكوّى مُقدمّة من أهالي مدينة القدس إلى رئيس بلدية الاحتلال,A complaint submitted by the residents of Jerusalem to the Head of Israel's Occupation Municipality in Jerusalem,A letter of complaint from the residents of Jerusalem to the Head of Israel's Occupation Municipality in Jerusalem regarding the hight tax rate on the residents of Jerusalem|~|شكوّى مُقدمّة من أهالي مدينة القدس إلى رئيس بلدية الاحتلال بخصوص الضرائب الباهظة المفروض على سُكّان المدينة.,"Suhair Tarazi (Relative of the collection owner Layla Tarazi), interview with PMDA researcher Lama Ghosheh, October 2018, non-transcript, the Palestiniain Museum Digital Archive.",,ara,still image,1980 to 1990; Date created,1980/1990,,"[31.768319,35.21371]",,,image/jpeg,6515,4593,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/7/1/56073_ca_object_representations_media_87195_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/7/1/6837_ca_object_representations_media_87195_original.jpg,https://palarchive.org/index.php/Detail/objects/86318/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,medium; 225,,Layla Tarazi Sub-collection 2: Documents | The Layla Tarazi Collection,20 January 2019 at 14:05:47,9 March 2021 at 11:47:02,A letter of complaint from the residents of Jerusalem to the Head of Israel's Occupation Municipality in Jerusalem regarding the hight tax rate on the residents of Jerusalem,شكوّى مُقدمّة من أهالي مدينة القدس إلى رئيس بلدية الاحتلال بخصوص الضرائب الباهظة المفروض على سُكّان المدينة.,,,,
424,ark:/13030/m55r2c7z,ark:/21198/z1kq3mqd,,Work,83.0,0083.02.0142|~|86319|~|3749_ca_object_representations_media_87198_original.jpg,The Layla Tarazi Collection,Layla Tarazi Sub-collection 2: Documents,رسالة من فرح لبيب الترزي إلى مدير مالية بلدية الاحتلال في القدس,A letter from Farah Labeeb Terzi to the Finance Manager of Israel's Occupation Municipality in Jerusalem,A letter from Farah Terzi to the Head of Israel's Occupation Municipality in Jerusalem regarding the hight tax rate on the residents of Jerusalem|~|رسالة من فرح لبيب الترزي إلى مدير مالية بلدية الاحتلال في القدس، بخصوص ارتفاع الضرائب المفروضة على أهالي مدينة القدس.,"Suhair Tarazi (Relative of the collection owner Layla Tarazi), interview with PMDA researcher Lama Ghosheh, October 2018, non-transcript, the Palestiniain Museum Digital Archive.",,heb,text,12 December 1991; Date created,1991-12-12,,"[31.768319,35.21371]",,,image/jpeg,6515,4607,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/7/1/74211_ca_object_representations_media_87198_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/7/1/3749_ca_object_representations_media_87198_original.jpg,https://palarchive.org/index.php/Detail/objects/86319/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,medium; 225,,Layla Tarazi Sub-collection 2: Documents | The Layla Tarazi Collection,20 January 2019 at 14:05:47,9 March 2021 at 11:47:02,A letter from Farah Terzi to the Head of Israel's Occupation Municipality in Jerusalem regarding the hight tax rate on the residents of Jerusalem,رسالة من فرح لبيب الترزي إلى مدير مالية بلدية الاحتلال في القدس، بخصوص ارتفاع الضرائب المفروضة على أهالي مدينة القدس.,,,,
425,ark:/13030/m5h20j44,ark:/21198/z1kq3mqd,,Work,83.0,0083.02.0143|~|86320|~|8154_ca_object_representations_media_87200_original.jpg,The Layla Tarazi Collection,Layla Tarazi Sub-collection 2: Documents,رسالة من فرح لبيب الترزي إلى مدير مالية بلدية الاحتلال في القدس,A letter from Farah Labeeb erzi to the Finance Manager of Israel's Occupation Municipality in Jerusalem,A letter from Farah Terzi to the Head of Israel's Occupation Municipality in Jerusalem regarding the hight tax rate on the residents of Jerusalem|~|رسالة من فرح لبيب الترزي إلى مدير مالية بلدية الاحتلال في القدس، بخصوص ارتفاع الضرائب المفروضة على أهالي مدينة القدس.," Suhair Tarazi (Relative of the collection owner Layla Tarazi), interview with PMDA researcher Lama Ghosheh, October 2018, non-transcript, the Palestiniain Museum Digital Archive.",,ara,text,12 December 1991; Date created,1991-12-12,,"[31.768319,35.21371]",,,image/jpeg,6471,4648,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/7/2/29969_ca_object_representations_media_87200_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/7/2/8154_ca_object_representations_media_87200_original.jpg,https://palarchive.org/index.php/Detail/objects/86320/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,medium; 225,,Layla Tarazi Sub-collection 2: Documents | The Layla Tarazi Collection,20 January 2019 at 14:05:47,9 March 2021 at 11:47:02,A letter from Farah Terzi to the Head of Israel's Occupation Municipality in Jerusalem regarding the hight tax rate on the residents of Jerusalem,رسالة من فرح لبيب الترزي إلى مدير مالية بلدية الاحتلال في القدس، بخصوص ارتفاع الضرائب المفروضة على أهالي مدينة القدس.,,,,
426,ark:/13030/m54r5b3k,ark:/21198/z1kq3mqd,,Work,83.0,0083.02.0144|~|86321|~|71868_ca_object_representations_media_87201_original.jpg,The Layla Tarazi Collection,Layla Tarazi Sub-collection 2: Documents,رسالة من ليلى ترزي إلى صدام حسين,A letter from Laila Terzi to Saddam Hussein; former Iraqi President,"A letter of appreciation from Laila Terzi to Saddam Hussein; former Iraqi President, for his condolences on the death of her mother|~|رسالة من ليلى ترزي إلى صدام حسين، لشكره على تعزيتها بوالدتها.","Suhair Tarazi (Relative of the collection owner Layla Tarazi), interview with PMDA researcher Lama Ghosheh, October 2018, non-transcript, the Palestiniain Museum Digital Archive.",,ara,text,6 December 1991; Date created,1991-12-06,,"[31.768319,35.21371]",,,image/jpeg,7181,4668,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/7/2/9351_ca_object_representations_media_87201_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/7/2/71868_ca_object_representations_media_87201_original.jpg,https://palarchive.org/index.php/Detail/objects/86321/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,medium; 225,,Layla Tarazi Sub-collection 2: Documents | The Layla Tarazi Collection,20 January 2019 at 14:05:47,9 March 2021 at 11:47:02,"A letter of appreciation from Laila Terzi to Saddam Hussein; former Iraqi President, for his condolences on the death of her mother",رسالة من ليلى ترزي إلى صدام حسين، لشكره على تعزيتها بوالدتها.,,,,
427,ark:/13030/m5w742x9,ark:/21198/z1kq3mqd,,Work,83.0,0083.02.0145|~|86322|~|54763_ca_object_representations_media_87202_original.jpg,The Layla Tarazi Collection,Layla Tarazi Sub-collection 2: Documents,رسالة إلى رئيس بلدية الاحتلال في القدس بخصوص الضرائب وضعف الخدمات المُقدمّة من البلدية,A letter to the Head of Israel's Occupation Municipality in Jerusalem regarding taxes and the poor services of the municipality,"A letter to the Head of Israel's Occupation Municipality in Jerusalem regarding taxes and the poor services;waste accumulation and inefficient street lighting, of the municipality|~|رسالة إلى رئيس بلدية الاحتلال في القدس بخصوص الضرائب وضعف الخدمات المُقدمّة من البلدية، تراكم النفايات، ضعف إنارة الشوارع في المناطق العربية.","Suhair Tarazi (Relative of the collection owner Layla Tarazi), interview with PMDA researcher Lama Ghosheh, October 2018, non-transcript, the Palestiniain Museum Digital Archive.",,ara,text,1990s,1990/1999,,"[31.768319,35.21371]",,,image/jpeg,6418,4584,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/7/2/67925_ca_object_representations_media_87202_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/7/2/54763_ca_object_representations_media_87202_original.jpg,https://palarchive.org/index.php/Detail/objects/86322/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,medium; 225,,Layla Tarazi Sub-collection 2: Documents | The Layla Tarazi Collection,20 January 2019 at 14:05:47,9 March 2021 at 11:47:02,"A letter to the Head of Israel's Occupation Municipality in Jerusalem regarding taxes and the poor services;waste accumulation and inefficient street lighting, of the municipality",رسالة إلى رئيس بلدية الاحتلال في القدس بخصوص الضرائب وضعف الخدمات المُقدمّة من البلدية، تراكم النفايات، ضعف إنارة الشوارع في المناطق العربية.,,,,
428,ark:/13030/m53r88zs,ark:/21198/z1kq3mqd,,Work,83.0,0083.02.0146|~|86323|~|23739_ca_object_representations_media_87206_original.jpg,The Layla Tarazi Collection,Layla Tarazi Sub-collection 2: Documents,رسالة من لجنة متابعة ضريبة الأرنونا إلى رئيس بلدية الاحتلال في القدس,"A letter from the ""Arnona"" Taxation Committee in Jerusalem to the Head of the Israel's Occupation Municipality","A letter from the ""Arnona"" Taxation Committee in Jerusalem to the Head of the Israel's Occupation Municipality. The letter suggests solutions for the high tax rates on the residents of Jerusalem|~|رسالة من لجنة متابعة ضريبة الأرنونا إلى رئيس بلدية الاحتلال في القدس، في الرسالة اقتراحات لحل مشكلة ارتفاع الضرائب المفروضة على أهالي القدس.","Suhair Tarazi (Relative of the collection owner Layla Tarazi), interview with PMDA researcher Lama Ghosheh, October 2018, non-transcript, the Palestiniain Museum Digital Archive.",,ara,text,20 July 1992; Date created,1992-07-20,,"[31.768319,35.21371]",,,image/jpeg,6615,4723,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/7/2/89755_ca_object_representations_media_87206_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/8/7/2/23739_ca_object_representations_media_87206_original.jpg,https://palarchive.org/index.php/Detail/objects/86323/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,medium; 225,,Layla Tarazi Sub-collection 2: Documents | The Layla Tarazi Collection,20 January 2019 at 14:05:47,9 March 2021 at 11:47:02,"A letter from the ""Arnona"" Taxation Committee in Jerusalem to the Head of the Israel's Occupation Municipality. The letter suggests solutions for the high tax rates on the residents of Jerusalem",رسالة من لجنة متابعة ضريبة الأرنونا إلى رئيس بلدية الاحتلال في القدس، في الرسالة اقتراحات لحل مشكلة ارتفاع الضرائب المفروضة على أهالي القدس.,,,,
